Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1346,Abou Lô,sn SEN,DF,Metz,fr Ligue 1,24-032,2000,0.8,34,171,13,0,0,0,0,0,34,0,Matches
1347,Giovani Lo Celso,ar ARG,MF,Tottenham,eng Premier League,27-300,1996,4.6,251,1403,732,21,19,0,8,7,318,22,Matches
1348,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,29-070,1994,19.7,779,3837,1497,16,22,1,16,7,1004,19,Matches
1349,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,26-026,1998,18.8,695,2961,1376,11,17,2,9,12,884,13,Matches
1350,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,21-273,2002,18.9,819,5116,2545,51,38,3,40,21,725,82,Matches
1351,Tom Lockyer,wls WAL,DF,Luton Town,eng Premier League,29-062,1994,13,269,1504,883,6,6,1,6,2,247,2,Matches
1352,Renan Lodi,br BRA,DF,Marseille,fr Ligue 1,25-301,1998,13.7,575,3148,1376,25,30,2,15,2,522,77,Matches
1353,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,28-011,1996,13.3,372,2679,1553,50,41,4,23,16,459,77,Matches
1354,Andy Logbo,fr FRA,FW,Le Havre,fr Ligue 1,19-273,2004,2.8,55,290,57,1,0,1,16,7,46,7,Matches
1355,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,23-068,2000,12.7,447,2003,885,17,17,3,23,23,611,43,Matches
1356,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,26-096,1997,15.1,421,1671,707,8,11,2,19,21,547,59,Matches
1357,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,26-106,1997,12.3,423,2459,1207,39,27,17,42,21,499,132,Matches
1358,Noah Loosli,ch SUI,"DF,MF",Bochum,de Bundesliga,27-011,1997,2.8,62,287,116,1,1,0,1,0,55,1,Matches
1359,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,33-125,1990,16,393,2340,1541,1,0,0,0,0,260,0,Matches
1360,David López,es ESP,"DF,MF",Girona,es La Liga,34-117,1989,13.2,649,3649,2059,11,5,0,10,2,749,1,Matches
1361,Diego López,es ESP,"FW,MF",Valencia,es La Liga,21-266,2002,17.8,402,2430,1340,54,39,16,40,17,462,122,Matches
1362,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,20-268,2003,6.6,196,981,448,11,12,3,22,10,254,25,Matches
1363,Javi López,es ESP,"DF,MF",Alavés,es La Liga,22-033,2002,14,353,2442,1261,40,30,8,19,12,397,67,Matches
1364,Maxime Lopez,fr FRA,MF,Fiorentina,it Serie A,26-061,1997,4.1,196,999,479,6,5,0,2,1,212,5,Matches
1365,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,26-061,1997,1.6,107,542,267,2,4,0,1,0,125,4,Matches
1366,Pau López,es ESP,GK,Marseille,fr Ligue 1,29-052,1994,18.7,527,2795,1758,0,0,0,1,0,396,0,Matches
1367,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,28-096,1995,13.1,449,1982,861,14,10,2,12,10,548,25,Matches
1368,Dion Lopy,sn SEN,MF,Almería,es La Liga,22-001,2002,16.1,496,3221,1358,22,17,2,14,9,515,15,Matches
1369,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,37-330,1986,16.4,263,896,332,7,5,1,16,8,340,21,Matches
1370,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,25-127,1998,10.3,421,2517,1161,18,16,0,12,7,388,17,Matches
1371,Tom Louchet,fr FRA,"FW,MF",Nice,fr Ligue 1,20-275,2003,0.6,33,206,66,1,2,0,1,1,32,11,Matches
1372,Imran Louza,ma MAR,MF,Lorient,fr Ligue 1,24-278,1999,1,47,229,52,1,1,0,2,3,46,0,Matches
1373,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,23-354,2000,10.5,222,772,383,1,2,0,6,3,258,1,Matches
1374,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,34-213,1989,8,354,1746,735,5,8,0,1,2,326,1,Matches
1375,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,25-312,1998,14.2,355,2214,1188,34,23,6,22,15,359,55,Matches
1376,Max Lowe,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,26-268,1997,3.5,40,204,79,4,2,1,5,0,47,5,Matches
1377,Anthony Lozano,hn HON,"MF,FW",Getafe,es La Liga,30-284,1993,1,16,65,20,0,0,0,6,2,24,6,Matches
1378,Lucas,br BRA,DF,Cádiz,es La Liga,22-316,2001,10.7,270,1440,562,18,11,2,13,12,266,32,Matches
1379,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23-146,2000,15.1,227,885,249,5,9,2,51,19,309,60,Matches
1380,Jhon Lucumí,co COL,DF,Bologna,it Serie A,25-222,1998,10.1,553,3506,2166,17,7,0,4,2,615,0,Matches
1381,José Luis Gayà,es ESP,DF,Valencia,es La Liga,28-254,1995,14,454,2497,1382,34,23,4,10,6,484,64,Matches
1382,José Luis Morales,es ESP,"FW,MF",Villarreal,es La Liga,36-195,1987,8.7,135,731,329,14,7,11,15,8,152,47,Matches
1383,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,34-029,1990,0.3,21,88,51,0,0,0,0,0,22,0,Matches
1384,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,25-270,1998,20.4,931,4960,2307,43,33,2,22,15,1083,37,Matches
1385,Romelu Lukaku,be BEL,FW,Roma,it Serie A,30-266,1993,18.1,320,1376,684,26,17,15,29,19,429,155,Matches
1386,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,21-048,2002,13,743,3577,1999,14,13,1,11,5,830,6,Matches
1387,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,26-132,1997,8.2,267,1791,854,30,21,17,25,14,312,85,Matches
1388,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,27-174,1996,4.4,170,866,375,3,8,0,4,5,182,7,Matches
1389,Karlo Lulić,hr CRO,MF,Frosinone,it Serie A,27-269,1996,0.2,10,49,15,1,1,0,0,0,9,0,Matches
1390,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,24-357,1999,10,205,848,544,0,0,0,0,0,182,0,Matches
1391,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,27-150,1996,22,762,3463,1729,5,9,0,7,0,826,6,Matches
1392,Mateus Lusuardi,br BRA,DF,Frosinone,it Serie A,20-026,2004,2.4,93,505,257,2,3,0,1,1,115,0,Matches
1393,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,21-331,2002,12.2,284,2189,1207,51,23,28,45,27,294,101,Matches
1394,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,30-104,1993,7.4,247,1429,766,24,12,1,4,4,307,30,Matches
1395,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,24-349,1999,7,172,673,244,5,2,1,5,2,195,9,Matches
1396,Ian Maatsen,nl NED,"FW,MF",Chelsea,eng Premier League,21-330,2002,2.3,100,555,315,9,5,2,8,7,117,15,Matches
1397,Ian Maatsen,nl NED,DF,Dortmund,de Bundesliga,21-330,2002,4,215,1341,651,15,5,3,6,5,231,19,Matches
1398,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25-041,1998,14.2,695,2942,1540,15,20,1,12,15,827,8,Matches
1399,Deiver Machado,co COL,DF,Lens,fr Ligue 1,30-154,1993,7,239,1342,511,15,12,3,14,10,221,58,Matches
1400,Darwin Machís,ve VEN,MF,Cádiz,es La Liga,30-361,1993,8,181,1258,518,20,16,5,17,8,183,44,Matches
1401,James Maddison,eng ENG,MF,Tottenham,eng Premier League,27-072,1996,10.8,541,2918,1297,32,24,16,15,17,606,74,Matches
1402,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,21-330,2002,3.4,146,989,660,25,10,11,13,5,158,49,Matches
1403,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,26-206,1997,12.5,298,1922,935,32,29,9,30,12,312,48,Matches
1404,Soungoutou Magassa,fr FRA,DF,Monaco,fr Ligue 1,20-118,2003,12.4,717,3405,1486,5,10,0,19,6,634,7,Matches
1405,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,25-328,1998,11.1,267,1150,400,2,1,1,12,3,323,18,Matches
1406,Matej Maglica,hr CRO,DF,Darmstadt 98,de Bundesliga,25-131,1998,9.8,367,1810,962,8,9,1,4,4,405,4,Matches
1407,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,28-122,1995,16.5,423,2131,1103,10,9,2,9,1,422,7,Matches
1408,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,25-249,1998,14.3,510,2672,1033,26,23,4,14,11,452,32,Matches
1409,Yohann Magnin,fr FRA,MF,Clermont Foot,fr Ligue 1,26-227,1997,9.6,367,1755,596,8,6,2,27,7,341,27,Matches
1410,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,24-152,1999,10.8,257,1693,702,26,14,7,28,15,247,88,Matches
1411,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,30-335,1993,9.4,386,2459,1490,10,6,0,5,1,425,1,Matches
1412,Jon Magunacelaya,es ESP,"FW,MF",Real Sociedad,es La Liga,23-205,2000,1.2,28,136,79,2,2,0,3,2,31,7,Matches
1413,Adel Mahamoud,km COM,FW,Nantes,fr Ligue 1,20-364,2003,0.1,3,12,4,0,0,0,1,0,2,1,Matches
1414,Arne Maier,de GER,"MF,DF",Augsburg,de Bundesliga,25-026,1999,1.3,48,196,81,1,1,0,6,0,46,9,Matches
1415,Habib Maïga,ci CIV,"MF,FW",Metz,fr Ligue 1,28-033,1996,1.6,46,263,111,1,2,0,2,2,42,1,Matches
1416,Mike Maignan,fr FRA,GK,Milan,it Serie A,28-215,1995,19,560,2982,2022,0,0,0,1,0,475,0,Matches
1417,Linton Maina,de GER,"FW,MF",Köln,de Bundesliga,24-225,1999,12.8,370,3062,1624,73,37,29,27,19,367,102,Matches
1418,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,29-089,1994,20,630,4012,2356,20,10,0,7,4,670,2,Matches
1419,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,18-290,2005,7,217,936,438,5,4,3,9,6,264,5,Matches
1420,Ainsley Maitland-Niles,eng ENG,"MF,DF",Lyon,fr Ligue 1,26-158,1997,5,199,1047,475,9,6,3,3,5,178,19,Matches
1421,Lovro Majer,hr CRO,MF,Rennes,fr Ligue 1,26-017,1998,0.2,17,131,58,1,0,1,1,0,16,1,Matches
1422,Lovro Majer,hr CRO,"MF,FW",Wolfsburg,de Bundesliga,26-017,1998,14.7,461,2754,1089,32,22,5,43,19,544,89,Matches
1423,Jean-Victor Makengo,fr FRA,"MF,FW",Lorient,fr Ligue 1,25-236,1998,5.3,270,1603,734,11,7,0,8,11,253,17,Matches
1424,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,22-184,2001,6.2,183,1127,641,19,13,2,7,4,216,22,Matches
1425,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,25-200,1998,18.7,568,2827,1129,15,17,1,22,19,635,33,Matches
1426,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,29-008,1995,21.8,345,1627,840,14,18,2,12,4,417,16,Matches
1427,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,22-248,2001,0,1,14,7,0,0,0,0,0,0,0,Matches
1428,Daniel Maldini,it ITA,MF,Monza,it Serie A,22-115,2001,0.2,3,3,1,0,0,0,0,0,4,2,Matches
1429,Daniel Maldini,it ITA,"FW,MF",Empoli,it Serie A,22-115,2001,2.9,68,456,197,7,7,2,11,5,87,10,Matches
1430,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,25-165,1998,16.7,395,1775,770,10,13,3,24,8,458,43,Matches
1431,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25-025,1999,14.4,382,2806,1490,58,35,34,42,24,444,104,Matches
1432,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,30-275,1993,13.6,395,2347,1011,18,20,0,16,17,448,25,Matches
1433,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24-118,1999,18.6,393,1695,558,1,6,0,17,10,450,13,Matches
1434,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,18-065,2005,0,0,0,0,0,0,0,0,0,0,0,Matches
1435,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,23-127,2000,22,362,2042,1106,0,0,0,2,0,237,0,Matches
1436,David Mamutovic,de GER,DF,Mainz 05,de Bundesliga,23-060,2000,0.1,2,3,1,0,0,0,0,0,2,0,Matches
1437,Wilson Manafá,pt POR,"DF,MF",Granada,es La Liga,29-195,1994,2.7,87,481,241,5,3,0,5,2,84,6,Matches
1438,Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,fr Ligue 1,24-037,1999,0.1,7,78,65,1,2,0,0,0,7,0,Matches
1439,Gianluca Mancini,it ITA,DF,Roma,it Serie A,27-292,1996,19.4,852,3569,2210,15,25,0,1,7,1040,11,Matches
1440,Marco Mancosu,it ITA,"MF,FW",Cagliari,it Serie A,35-165,1988,1.7,50,219,99,4,2,0,3,3,56,11,Matches
1441,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,38-312,1985,19,552,2623,1479,0,1,1,0,0,397,0,Matches
1442,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30-013,1994,2.2,72,333,190,4,4,0,2,0,82,2,Matches
1443,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,32-104,1991,7.4,281,1462,808,2,5,0,0,1,338,3,Matches
1444,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,26-219,1997,9.3,270,916,381,3,3,0,6,5,318,19,Matches
1445,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,25-322,1998,17.4,429,2097,961,13,11,1,17,18,529,14,Matches
1446,Braydon Manu,gh GHA,MF,Darmstadt 98,de Bundesliga,26-312,1997,0.9,20,90,53,2,0,1,1,0,22,8,Matches
1447,Benson Manuel,be BEL,"MF,FW",Burnley,eng Premier League,26-312,1997,0.8,33,256,109,3,6,0,2,2,34,11,Matches
1448,Faitout Maouassa,fr FRA,DF,Granada,es La Liga,25-212,1998,0,4,42,32,1,1,0,1,0,4,1,Matches
1449,Faitout Maouassa,fr FRA,"MF,DF",Lens,fr Ligue 1,25-212,1998,0.8,21,140,62,2,0,2,0,4,20,2,Matches
1450,Marcão,br BRA,DF,Sevilla,es La Liga,27-243,1996,2.4,102,682,501,3,5,0,2,0,135,0,Matches
1451,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,29-198,1994,6.2,198,975,491,14,7,3,8,10,211,44,Matches
1452,Riccardo Marchizza,it ITA,DF,Frosinone,it Serie A,25-314,1998,12.8,306,1138,561,6,3,1,9,1,372,39,Matches
1453,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,31-353,1992,11.2,475,2873,1829,19,12,0,10,0,526,4,Matches
1454,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,34-295,1989,14.9,520,2250,1338,35,24,5,10,3,616,65,Matches
1455,Alberto Marí,es ESP,FW,Valencia,es La Liga,22-207,2001,0.3,8,31,24,1,0,1,2,1,9,0,Matches
1456,José Mari,es ESP,"MF,FW",Cádiz,es La Liga,36-059,1987,0.2,10,55,23,0,0,0,0,0,16,1,Matches
1457,Pablo Marí,es ESP,DF,Monza,it Serie A,30-156,1993,13.5,593,2619,1196,0,4,0,5,0,678,0,Matches
1458,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,29-014,1995,8,255,1149,556,0,0,0,2,0,285,1,Matches
1459,Mariano,do DOM,FW,Sevilla,es La Liga,30-186,1993,2.4,35,289,106,3,3,3,8,5,51,14,Matches
1460,Mirko Marić,hr CRO,FW,Monza,it Serie A,28-263,1995,3.2,71,232,91,2,3,1,10,5,106,30,Matches
1461,Rafa Marín,es ESP,DF,Alavés,es La Liga,21-260,2002,15.1,321,1887,1241,7,3,0,5,2,347,4,Matches
1462,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,27-256,1996,10.1,298,1427,615,11,10,2,13,8,338,22,Matches
1463,Diego Mariño,es ESP,GK,Almería,es La Liga,33-270,1990,1,22,94,53,0,0,0,0,0,20,0,Matches
1464,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,29-273,1994,11.1,503,2268,931,3,0,0,6,0,459,4,Matches
1465,Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,21-216,2002,19.5,760,3773,2330,12,9,1,10,5,951,2,Matches
1466,Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,de Bundesliga,24-361,1999,12,311,2188,994,37,21,17,46,24,327,73,Matches
1467,Marquinhos,br BRA,"FW,MF",Nantes,fr Ligue 1,20-302,2003,1.7,66,308,115,2,2,1,2,6,60,11,Matches
1468,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,29-265,1994,13.6,1327,6953,3995,12,14,0,6,2,1281,3,Matches
1469,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,22-117,2001,1.6,22,94,55,0,0,0,0,0,11,0,Matches
1470,Agustín Martegani,ar ARG,MF,Salernitana,it Serie A,23-259,2000,7.6,190,1202,629,13,15,2,9,9,205,19,Matches
1471,Eric Martel,de GER,MF,Köln,de Bundesliga,21-280,2002,15.4,437,1937,735,8,11,0,18,12,490,23,Matches
1472,Roger Martí,es ESP,FW,Cádiz,es La Liga,33-031,1991,11.6,212,832,308,6,12,1,37,14,243,45,Matches
1473,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,28-060,1995,5,105,444,168,6,6,1,14,10,148,36,Matches
1474,Aarón Martín,es ESP,DF,Genoa,it Serie A,26-287,1997,6,131,601,282,7,9,0,2,2,141,24,Matches
1475,Iván Martín,es ESP,"MF,FW",Girona,es La Liga,24-354,1999,17.6,712,4713,2280,50,38,8,36,21,863,60,Matches
1476,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,33-300,1990,6.5,391,1994,880,11,9,2,8,6,358,14,Matches
1477,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,22-230,2001,15.4,606,4075,2046,91,32,57,33,26,669,241,Matches
1478,Arnau Martinez,es ESP,DF,Girona,es La Liga,20-284,2003,10.2,376,2122,1280,23,10,1,11,6,454,11,Matches
1479,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,31-154,1992,21,544,2676,1663,0,0,0,0,0,449,0,Matches
1480,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,32-262,1991,6,347,2083,1513,14,7,0,2,0,397,2,Matches
1481,Josep Martinez,es ESP,GK,Genoa,it Serie A,25-252,1998,21,551,3565,2186,0,0,0,0,0,441,0,Matches
1482,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26-165,1997,17.7,462,1935,958,35,16,18,40,29,524,104,Matches
1483,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26-016,1998,5.4,272,1376,774,6,3,0,1,3,286,1,Matches
1484,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27-269,1996,16.6,791,4500,2305,11,13,2,10,3,817,10,Matches
1485,Adam Marušić,me MNE,DF,Lazio,it Serie A,31-109,1992,19.5,614,2945,1690,23,26,2,13,4,816,50,Matches
1486,Marvin,es ESP,"FW,MF",Las Palmas,es La Liga,23-215,2000,8.6,234,1492,676,26,17,6,26,11,274,87,Matches
1487,Omar Mascarell,es ESP,MF,Mallorca,es La Liga,31-001,1993,9,224,1213,497,9,4,0,2,5,269,2,Matches
1488,Adam Masina,ma MAR,DF,Udinese,it Serie A,30-032,1994,0.7,20,55,8,0,0,0,2,1,20,3,Matches
1489,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,25-073,1998,15.4,253,1177,521,3,4,0,10,4,282,7,Matches
1490,Han-Noah Massengo,fr FRA,MF,Burnley,eng Premier League,22-211,2001,0.1,0,0,0,0,0,0,0,0,1,0,Matches
1491,Roberto Massimo,de GER,"FW,DF",Stuttgart,de Bundesliga,23-114,2000,0.9,29,154,103,3,2,1,1,0,32,6,Matches
1492,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31-088,1992,13.7,778,4348,1962,18,20,2,11,9,703,29,Matches
1493,Jaime Mata,es ESP,"MF,FW",Getafe,es La Liga,35-102,1988,9.5,182,742,277,10,11,5,23,10,278,75,Matches
1494,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,21-142,2002,13,620,3625,1443,27,36,2,23,7,695,49,Matches
1495,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,21-353,2002,1.1,50,273,129,2,4,1,2,1,41,2,Matches
1496,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,26-220,1997,11,211,981,285,11,8,5,48,37,249,70,Matches
1497,Nemanja Matić,rs SRB,MF,Rennes,fr Ligue 1,35-186,1988,11.4,700,4023,2164,14,37,0,11,15,617,8,Matches
1498,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,32-179,1991,8.7,421,2195,1406,8,13,0,3,4,451,1,Matches
1499,Alex Matos,eng ENG,MF,Chelsea,eng Premier League,19-123,2004,0,1,1,0,0,0,0,0,1,1,0,Matches
1500,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,21-264,2002,3.3,201,1136,715,5,7,0,3,1,188,5,Matches
1501,Remi Matthews,eng ENG,GK,Crystal Palace,eng Premier League,29-358,1994,0,2,18,0,0,0,0,0,0,1,0,Matches
1502,Alan Matturro,uy URU,DF,Genoa,it Serie A,19-115,2004,1,13,41,7,0,0,0,3,0,14,1,Matches
1503,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,25-281,1998,15.4,617,3259,1296,12,20,2,15,10,541,12,Matches
1504,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,25-281,1998,0.3,6,18,6,0,0,0,0,0,5,0,Matches
1505,Neal Maupay,fr FRA,FW,Brentford,eng Premier League,27-173,1996,9.5,199,905,352,14,13,9,22,18,243,65,Matches
1506,Neal Maupay,fr FRA,FW,Everton,eng Premier League,27-173,1996,1.2,20,89,34,1,1,1,6,3,28,6,Matches
1507,Aïman Maurer,ma MAR,"MF,FW",Clermont Foot,fr Ligue 1,19-131,2004,0.6,27,173,43,1,1,1,3,1,25,8,Matches
1508,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,26-054,1997,7.5,183,1081,636,2,0,0,4,0,192,0,Matches
1509,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,18-291,2005,3.3,173,926,480,7,5,1,6,1,155,3,Matches
1510,Philipp Max,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,30-126,1993,9.4,335,1822,910,17,10,2,4,3,387,36,Matches
1511,Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,de Bundesliga,34-317,1989,3.8,108,504,177,7,2,5,8,9,144,34,Matches
1512,Luís Maximiano,pt POR,GK,Almería,es La Liga,25-029,1999,19,387,1872,1096,0,0,0,0,0,312,0,Matches
1513,Noam Mayoka-Tika,be BEL,MF,Marseille,fr Ligue 1,20-093,2003,0,1,3,0,0,0,0,0,0,1,0,Matches
1514,Borja Mayoral,es ESP,FW,Getafe,es La Liga,26-304,1997,19.6,391,1728,713,22,23,9,53,20,489,85,Matches
1515,Youssef Maziz,fr FRA,"FW,MF",Metz,fr Ligue 1,25-224,1998,1.4,40,238,102,2,3,0,3,1,37,2,Matches
1516,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,26-081,1997,9.1,463,2037,1121,24,16,5,8,5,561,52,Matches
1517,Luca Mazzitelli,it ITA,MF,Frosinone,it Serie A,28-080,1995,12.6,460,1929,663,11,8,0,13,17,620,29,Matches
1518,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,28-191,1995,14.1,384,2438,1358,36,29,5,31,13,440,62,Matches
1519,Pasquale Mazzocchi,it ITA,"DF,MF",Napoli,it Serie A,28-191,1995,0.2,6,43,20,1,0,0,0,1,6,0,Matches
1520,Kevin Mbabu,ch SUI,DF,Augsburg,de Bundesliga,28-290,1995,10.9,282,1901,892,31,22,3,21,13,280,47,Matches
1521,Noah Mbamba,be BEL,MF,Leverkusen,de Bundesliga,19-029,2005,0.2,17,69,23,1,2,1,1,2,23,1,Matches
1522,Ethan Mbappé,fr FRA,MF,Paris S-G,fr Ligue 1,17-036,2006,0,9,36,5,0,1,0,0,0,9,0,Matches
1523,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,25-045,1998,17.8,807,4608,2189,84,46,55,45,25,799,203,Matches
1524,Malick Mbaye,sn SEN,"MF,FW",Metz,fr Ligue 1,19-303,2004,1.7,57,432,159,8,5,2,5,2,55,20,Matches
1525,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,25-220,1998,3.2,35,170,83,0,0,0,2,0,43,0,Matches
1526,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,29-179,1994,16,752,4356,2493,11,19,2,11,4,694,4,Matches
1527,Nolan Mbemba,cg CGO,MF,Le Havre,fr Ligue 1,28-349,1995,0.2,31,193,93,0,1,0,1,0,31,1,Matches
1528,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,24-180,1999,14.3,421,2728,1316,49,33,25,39,21,479,131,Matches
1529,Jordi Mboula,es ESP,"FW,MF",Hellas Verona,it Serie A,24-324,1999,3.4,66,581,225,10,2,5,8,7,72,22,Matches
1530,Nathanael Mbuku,fr FRA,FW,Augsburg,de Bundesliga,21-324,2002,0.1,9,67,51,1,0,1,0,0,9,4,Matches
1531,James Mcatee,eng ENG,MF,Sheffield Utd,eng Premier League,21-108,2002,13.2,310,2232,1036,42,28,12,32,25,324,75,Matches
1532,James Mcatee,eng ENG,MF,Manchester City,eng Premier League,21-108,2002,0,0,0,0,0,0,0,0,0,0,0,Matches
1533,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,27-244,1996,8.7,140,538,167,2,8,1,12,13,262,38,Matches
1534,James McConnell,eng ENG,MF,Liverpool,eng Premier League,19-143,2004,0,0,0,0,0,0,0,0,0,0,0,Matches
1535,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,29-108,1994,20.9,646,3319,1573,40,31,6,38,41,713,64,Matches
1536,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,27-083,1996,4.6,102,365,177,1,0,0,3,0,107,0,Matches
1537,Weston McKennie,us USA,"MF,FW",Juventus,it Serie A,25-159,1998,18.8,464,2602,1384,45,29,6,24,13,563,105,Matches
1538,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,24-073,1999,16.5,449,2933,1264,45,31,10,33,36,505,68,Matches
1539,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,27-057,1996,12.9,289,1241,544,14,8,4,19,10,351,32,Matches
1540,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,24-251,1999,16.2,990,5761,3116,26,24,3,15,6,886,8,Matches
1541,Ben Mee,eng ENG,DF,Brentford,eng Premier League,34-135,1989,9.5,306,1621,985,11,4,1,7,6,332,7,Matches
1542,Marvin Mehlem,de GER,MF,Darmstadt 98,de Bundesliga,26-145,1997,10.8,273,1413,661,22,10,12,27,10,323,50,Matches
1543,Abdoul Meité,fr FRA,MF,Marseille,fr Ligue 1,22-062,2001,2,,,,,,,,,,,Matches
1544,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,22-228,2001,1,188,1131,578,3,6,1,2,1,171,2,Matches
