Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1151,Abdoul Kader Bamba,fr FRA,"MF,FW",Nantes,fr Ligue 1,29-254,1994,4.4,223,1495,730,22,14,9,12,9,207,42,Matches
1152,Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,de Bundesliga,31-284,1992,13.3,300,1221,590,19,8,3,5,5,400,89,Matches
1153,Tino Kadewere,zw ZIM,"FW,MF",Lyon,fr Ligue 1,28-029,1996,3.3,104,540,185,4,2,3,6,9,99,28,Matches
1154,Tino Kadewere,zw ZIM,"MF,FW",Nantes,fr Ligue 1,28-029,1996,1.9,51,267,73,4,1,2,6,6,54,16,Matches
1155,Kaiky,br BRA,DF,Almería,es La Liga,20-022,2004,5.8,182,1023,683,4,0,0,1,0,200,1,Matches
1156,Florian Kainz,at AUT,"MF,FW",Köln,de Bundesliga,31-102,1992,14.7,567,2789,1115,34,29,7,14,18,582,51,Matches
1157,Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,26-211,1997,1.8,46,143,48,1,1,0,2,5,68,9,Matches
1158,Sasa Kalajdzic,at AUT,FW,Eint Frankfurt,de Bundesliga,26-211,1997,2.7,43,190,62,1,1,0,3,1,65,5,Matches
1159,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,22-014,2002,12.4,290,1760,566,14,8,8,30,15,287,89,Matches
1160,Yayah Kallon,sl SLE,FW,Hellas Verona,it Serie A,22-218,2001,0,0,0,0,0,0,0,0,0,2,0,Matches
1161,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,26-158,1997,8.2,324,1928,709,8,6,1,7,3,288,39,Matches
1162,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,23-243,2000,1.2,52,310,155,1,2,0,1,0,50,3,Matches
1163,Daichi Kamada,jp JPN,MF,Lazio,it Serie A,27-182,1996,8.1,243,1247,626,16,9,7,12,8,333,31,Matches
1164,Waren Kamanzi,no NOR,"DF,FW",Toulouse,fr Ligue 1,23-084,2000,5.4,227,1235,437,10,7,3,6,10,219,24,Matches
1165,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,24-072,1999,16.6,693,3207,1520,16,18,1,16,12,793,10,Matches
1166,Hassane Kamara,ci CIV,DF,Udinese,it Serie A,29-335,1994,13.4,304,1904,903,32,20,4,23,11,307,49,Matches
1167,Willy Kambwala,fr FRA,DF,Manchester Utd,eng Premier League,19-162,2004,0.9,65,404,241,2,1,0,0,1,80,1,Matches
1168,Jakub Kamiński,pl POL,"FW,MF",Wolfsburg,de Bundesliga,21-243,2002,3.3,82,498,239,8,3,5,3,9,99,31,Matches
1169,Thomas Kaminski,be BEL,GK,Luton Town,eng Premier League,31-103,1992,21,425,2550,1456,0,0,0,1,0,343,0,Matches
1170,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,33-117,1990,10.9,525,2926,1451,20,23,0,9,9,590,16,Matches
1171,Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,30-190,1993,18.6,384,1822,792,20,15,8,26,28,452,88,Matches
1172,Lee Kang-in,kr KOR,"MF,FW",Paris S-G,fr Ligue 1,22-349,2001,8.8,444,2498,1088,27,27,11,9,11,429,79,Matches
1173,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,25-210,1998,1.8,65,521,286,11,7,3,10,5,68,12,Matches
1174,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,27-113,1996,16.9,593,2452,1139,14,27,0,9,10,781,21,Matches
1175,Ayman Kari,fr FRA,"MF,FW",Lorient,fr Ligue 1,19-076,2004,2,84,615,145,0,2,0,2,4,74,10,Matches
1176,Emir Karic,at AUT,DF,Darmstadt 98,de Bundesliga,26-239,1997,8.4,317,1749,1052,29,15,1,14,1,376,51,Matches
1177,Jesper Karlsson,se SWE,FW,Bologna,it Serie A,25-193,1998,3.5,106,652,303,11,6,5,4,6,115,32,Matches
1178,Jon Karrikaburu,es ESP,"MF,FW",Alavés,es La Liga,21-137,2002,0.2,6,20,0,0,0,0,2,0,6,1,Matches
1179,Rick Karsdorp,nl NED,DF,Roma,it Serie A,28-357,1995,8.9,267,1092,516,11,7,3,3,1,326,44,Matches
1180,Grigoris Kastanos,cy CYP,"MF,DF",Salernitana,it Serie A,26-004,1998,11.2,318,1725,751,17,17,3,19,21,373,49,Matches
1181,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,25-120,1998,8.1,251,1955,863,37,22,15,33,17,251,101,Matches
1182,Panos Katseris,gr GRE,DF,Lorient,fr Ligue 1,22-213,2001,0.9,23,183,96,3,2,0,2,1,23,4,Matches
1183,Mikkel Kaufmann,dk DEN,"FW,DF",Union Berlin,de Bundesliga,23-031,2001,1.9,33,115,35,1,0,1,12,6,53,14,Matches
1184,Michael Kayode,it ITA,DF,Fiorentina,it Serie A,19-208,2004,11.6,433,2491,1122,23,18,2,16,6,488,47,Matches
1185,Moise Kean,it ITA,FW,Juventus,it Serie A,23-340,2000,5.2,85,616,266,11,5,7,22,12,98,24,Matches
1186,Michael Keane,eng ENG,DF,Everton,eng Premier League,31-023,1993,4.5,137,513,234,3,1,0,2,3,151,2,Matches
1187,Ibrahima Kebe,ml MLI,MF,Girona,es La Liga,23-185,2000,0.1,6,38,1,0,0,0,0,2,4,1,Matches
1188,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,20-008,2004,1.4,43,267,88,1,1,0,5,1,37,5,Matches
1189,Yassine Kechta,ma MAR,MF,Le Havre,fr Ligue 1,21-343,2002,10.2,491,2673,1290,22,26,4,14,8,455,28,Matches
1190,Thilo Kehrer,de GER,"DF,MF",West Ham,eng Premier League,27-135,1996,0.2,3,15,5,0,0,0,0,0,6,1,Matches
1191,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,27-135,1996,2,78,527,259,1,2,0,1,0,74,0,Matches
1192,Habib Keita,ml MLI,MF,Clermont Foot,fr Ligue 1,21-363,2002,6.9,312,1729,770,7,10,3,11,5,281,5,Matches
1193,Naby Keïta,gn GUI,MF,Werder Bremen,de Bundesliga,28-358,1995,0.9,35,221,138,1,1,0,3,1,39,2,Matches
1194,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,23-353,2000,1.4,26,146,52,0,0,0,2,1,32,4,Matches
1195,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,25-072,1998,2,57,233,154,0,0,0,0,0,54,0,Matches
1196,Thomas Keller,de GER,"MF,FW",Heidenheim,de Bundesliga,24-182,1999,0,3,10,3,0,0,0,1,0,3,0,Matches
1197,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,25-120,1998,8.8,305,1634,925,9,7,1,4,4,325,9,Matches
1198,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,19-185,2004,0.3,7,41,31,0,0,0,1,0,6,1,Matches
1199,Tobias Kempe,de GER,MF,Darmstadt 98,de Bundesliga,34-221,1989,9.3,201,1093,478,10,10,2,17,5,243,38,Matches
1200,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,20-088,2003,13,290,1816,785,21,14,3,15,8,302,47,Matches
1201,Reda Khadra,de GER,"FW,MF",Reims,fr Ligue 1,22-214,2001,5.4,155,1358,644,19,20,4,15,10,138,36,Matches
1202,Wahbi Khazri,tn TUN,FW,Montpellier,fr Ligue 1,32-360,1991,8.3,246,1535,690,16,15,6,18,10,232,51,Matches
1203,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,30-007,1994,4,63,346,95,3,2,0,6,2,88,7,Matches
1204,Kiké,es ESP,FW,Alavés,es La Liga,34-070,1989,10.2,212,941,320,13,6,9,37,14,269,71,Matches
1205,Luca Kilian,de GER,DF,Köln,de Bundesliga,24-155,1999,3.1,113,631,263,4,2,0,3,0,123,1,Matches
1206,Max Kilman,eng ENG,DF,Wolves,eng Premier League,26-256,1997,22,888,4203,2518,17,11,0,4,7,1004,2,Matches
1207,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,28-360,1995,12.2,789,4260,1850,18,36,0,9,9,993,19,Matches
1208,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,23-353,2000,3.4,150,606,367,0,2,0,2,0,176,4,Matches
1209,Simon Kjær,dk DEN,DF,Milan,it Serie A,34-314,1989,9.4,436,1792,1034,4,4,0,2,0,481,0,Matches
1210,Davy Klaassen,nl NED,"MF,FW",Inter,it Serie A,30-347,1993,0.8,7,26,3,0,0,0,2,0,14,3,Matches
1211,Christoph Klarer,at AUT,DF,Darmstadt 98,de Bundesliga,23-234,2000,16,562,2401,1261,7,5,1,4,4,691,9,Matches
1212,Tim Kleindienst,de GER,FW,Heidenheim,de Bundesliga,28-156,1995,19.5,404,1848,773,26,28,12,71,31,596,118,Matches
1213,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,27-245,1996,11.7,661,3044,1760,12,8,0,3,0,744,8,Matches
1214,Justin Kluivert,nl NED,"MF,FW",Bournemouth,eng Premier League,24-274,1999,10,219,1607,838,28,21,18,23,21,237,64,Matches
1215,Ansgar Knauff,de GER,"MF,FW",Eint Frankfurt,de Bundesliga,22-024,2002,11.8,278,1772,935,41,15,21,25,10,316,82,Matches
1216,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,31-257,1992,14.6,544,2676,1529,2,4,0,14,0,585,1,Matches
1217,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,26-059,1997,17.3,468,2377,1142,0,0,0,0,0,438,0,Matches
1218,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,27-201,1996,16.7,843,3784,2212,7,7,0,3,1,920,1,Matches
1219,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,25-307,1998,19,420,2378,1249,0,0,0,0,0,256,0,Matches
1220,Dominik Kohr,de GER,"MF,DF",Mainz 05,de Bundesliga,30-003,1994,13.3,404,1732,746,12,5,1,12,3,510,16,Matches
1221,Koke,es ESP,MF,Atlético Madrid,es La Liga,32-026,1992,14.4,877,3546,1645,16,15,1,12,9,1073,16,Matches
1222,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,30-228,1993,15.2,499,2206,1181,15,15,2,10,5,575,17,Matches
1223,Luca Koleosho,it ITA,"MF,FW",Burnley,eng Premier League,19-141,2004,10.8,299,2603,1383,53,37,29,22,14,313,82,Matches
1224,Randal Kolo Muani,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,25-060,1998,7.1,226,1637,734,26,11,11,29,10,214,61,Matches
1225,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,25-060,1998,1.7,42,336,180,6,4,2,3,8,46,9,Matches
1226,Cheick Konaté,ci CIV,DF,Clermont Foot,fr Ligue 1,19-337,2004,10.6,355,2202,1004,21,16,8,18,11,320,76,Matches
1227,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,24-254,1999,11.8,724,3922,2522,16,14,0,4,5,780,2,Matches
1228,Geoffrey Kondogbia,cf CTA,MF,Marseille,fr Ligue 1,30-353,1993,10,522,2444,906,2,7,0,13,8,481,19,Matches
1229,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,18-265,2005,1.7,71,377,87,0,1,0,4,0,61,0,Matches
1230,Ibrahima Koné,ml MLI,FW,Almería,es La Liga,24-232,1999,2.9,41,166,73,3,1,2,7,1,54,15,Matches
1231,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,24-232,1999,0.4,5,33,17,0,0,0,2,1,7,1,Matches
1232,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,22-262,2001,9.4,306,1775,829,19,16,4,27,23,334,30,Matches
1233,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,26-103,1997,21.5,1035,5001,2848,25,10,2,14,10,1120,18,Matches
1234,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,25-340,1998,17.6,622,3482,1832,50,34,11,36,28,751,118,Matches
1235,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,23-030,2001,13.4,619,3488,1728,30,23,4,9,11,740,15,Matches
1236,Filip Kostić,rs SRB,"DF,FW",Juventus,it Serie A,31-094,1992,14.6,406,2290,1241,43,34,7,24,13,471,64,Matches
1237,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,26-059,1997,7.6,256,1055,338,8,9,2,33,22,328,78,Matches
1238,Rominigue Kouamé,ml MLI,MF,Cádiz,es La Liga,27-048,1996,5.7,147,960,421,12,3,1,6,1,163,4,Matches
1239,Koffi Kouao,ci CIV,DF,Metz,fr Ligue 1,25-259,1998,7.5,225,1348,524,9,10,3,11,2,194,20,Matches
1240,Therence Koudou,fr FRA,DF,Reims,fr Ligue 1,19-052,2004,0.4,19,168,111,2,1,0,0,0,15,5,Matches
1241,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,25-083,1998,16.9,960,5212,3509,35,38,2,16,7,1107,29,Matches
1242,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,26-294,1997,12.8,445,2282,1075,2,1,0,12,2,388,3,Matches
1243,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,eng Premier League,34-044,1989,2.3,33,87,40,0,1,0,3,3,44,5,Matches
1244,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,29-273,1994,9.5,606,3315,1448,21,32,0,5,12,758,25,Matches
1245,Viktor Kovalenko,ua UKR,MF,Empoli,it Serie A,27-354,1996,3.6,101,355,131,3,0,1,5,5,132,18,Matches
1246,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,23-262,2000,1,8,45,38,0,0,0,0,0,9,0,Matches
1247,Dawid Kownacki,pl POL,FW,Werder Bremen,de Bundesliga,26-326,1997,2.7,43,213,60,3,1,2,11,1,74,18,Matches
1248,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,29-185,1994,0.9,64,250,116,2,1,0,0,1,81,16,Matches
1249,Alex Král,cz CZE,MF,Union Berlin,de Bundesliga,25-260,1998,11.3,197,1190,651,11,11,0,11,7,228,27,Matches
1250,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,32-229,1991,13.1,428,2525,1264,32,27,11,24,18,511,90,Matches
1251,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,32-349,1991,2.7,125,557,264,9,3,3,3,4,137,7,Matches
1252,Frans Krätzig,de GER,DF,Bayern Munich,de Bundesliga,21-020,2003,0.6,38,220,108,0,1,0,1,2,42,7,Matches
1253,Tom Krauß,de GER,MF,Mainz 05,de Bundesliga,22-226,2001,10.7,237,1225,545,10,10,4,21,11,291,19,Matches
1254,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,22-017,2002,11.3,216,1080,398,6,4,1,10,2,236,1,Matches
1255,Toni Kroos,de GER,MF,Real Madrid,es La Liga,34-030,1990,15.3,1181,5263,2693,18,32,1,6,4,1342,20,Matches
1256,Nikola Krstović,me MNE,FW,Lecce,it Serie A,23-304,2000,16,309,1230,445,16,11,7,72,27,400,74,Matches
1257,Rade Krunić,ba BIH,MF,Milan,it Serie A,30-119,1993,7.6,284,1278,556,5,7,0,8,3,334,3,Matches
1258,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,31-157,1992,10.4,259,1004,365,3,7,0,4,5,282,19,Matches
1259,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,es La Liga,22-244,2001,15.7,454,4046,2194,88,38,40,42,16,481,136,Matches
1260,Dejan Kulusevski,se SWE,"FW,MF",Tottenham,eng Premier League,23-284,2000,19.5,707,5044,2661,105,44,65,49,42,744,233,Matches
1261,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,18-314,2005,10.2,496,2618,1342,18,21,4,20,7,447,74,Matches
1262,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,31-152,1992,0.1,10,51,27,0,0,0,0,0,10,1,Matches
1263,Berkan Kutlu,tr TUR,MF,Genoa,it Serie A,26-009,1998,2.2,46,235,96,4,0,2,0,3,52,9,Matches
1264,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,31-019,1993,15.4,606,2897,1210,21,24,5,24,13,554,66,Matches
1265,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,22-356,2001,16.3,586,4464,2436,102,52,47,26,29,690,137,Matches
1266,Giorgi Kvernadze,ge GEO,"FW,DF",Frosinone,it Serie A,20-361,2003,0.7,29,206,49,0,1,0,4,3,37,6,Matches
1267,Moritz-Broni Kwarteng,gh GHA,"FW,MF",Bochum,de Bundesliga,25-281,1998,1.9,65,488,215,6,4,2,13,2,68,14,Matches
1268,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,28-175,1995,6.9,168,947,359,9,10,2,26,8,184,51,Matches
1269,Giorgos Kyriakopoulos,gr GRE,"DF,MF",Monza,it Serie A,27-363,1996,13.9,596,3322,1972,50,28,13,12,8,651,77,Matches
1270,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,25-256,1998,14.2,375,2383,1230,39,26,10,23,19,414,50,Matches
1271,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,29-276,1994,14.9,399,2103,805,27,16,14,15,19,384,110,Matches
1272,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,32-251,1991,14.6,326,1618,532,10,12,6,38,20,314,80,Matches
1273,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,23-303,2000,14.4,576,2680,1372,2,3,0,9,0,696,3,Matches
1274,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,25-011,1999,13.7,407,1878,910,0,0,0,1,0,306,0,Matches
1275,Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,27-052,1996,8,250,1269,534,11,11,2,10,14,294,26,Matches
1276,Konrad Laimer,at AUT,"DF,MF",Bayern Munich,de Bundesliga,26-252,1997,14.1,731,3911,2172,54,40,14,12,12,856,83,Matches
1277,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,31-160,1992,0.5,20,98,49,3,1,0,1,0,23,0,Matches
1278,Kenny Lala,fr FRA,DF,Brest,fr Ligue 1,32-123,1991,19,875,4619,1772,27,25,1,16,6,776,45,Matches
1279,Adam Lallana,eng ENG,MF,Brighton,eng Premier League,35-269,1988,5.8,218,813,253,4,8,2,8,13,312,42,Matches
1280,Mathis Lambourde,fr FRA,FW,Rennes,fr Ligue 1,18-025,2006,0.1,6,33,10,1,0,0,1,0,4,2,Matches
1281,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,31-336,1992,4.1,117,565,260,6,6,3,15,9,131,24,Matches
1282,Mohamed Lamine Bayo,gn GUI,FW,Le Havre,fr Ligue 1,25-244,1998,9.9,213,1021,400,13,13,12,21,18,227,76,Matches
1283,Tariq Lamptey,gh GHA,"DF,FW",Brighton,eng Premier League,23-126,2000,2.7,107,692,448,12,4,3,5,1,117,14,Matches
1284,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,33-361,1990,3.1,37,132,24,0,2,0,4,0,45,18,Matches
1285,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,29-252,1994,0.1,10,23,1,0,0,0,0,0,10,0,Matches
1286,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,30-091,1993,11.6,514,2429,1300,4,2,1,0,0,481,1,Matches
1287,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,28-292,1995,12.9,191,1018,382,13,8,10,34,20,254,61,Matches
1288,Yasser Larouci,dz ALG,DF,Sheffield Utd,eng Premier League,23-033,2001,3.2,74,647,447,12,6,4,0,2,70,6,Matches
1289,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,19-221,2004,15.8,506,2336,930,22,16,4,20,5,588,28,Matches
1290,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,30-084,1993,11.6,510,2459,1437,7,5,0,2,4,623,3,Matches
1291,Juanmi Latasa,es ESP,FW,Getafe,es La Liga,22-317,2001,11.9,187,689,185,6,6,2,40,9,309,58,Matches
1292,Toni Lato,es ESP,DF,Mallorca,es La Liga,26-074,1997,9.9,254,1082,506,15,14,4,10,4,280,69,Matches
1293,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,25-061,1998,17.6,466,3559,2011,70,43,20,46,26,508,154,Matches
1294,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,20-028,2004,0.4,22,83,40,0,0,0,0,0,26,0,Matches
1295,Lázaro,br BRA,"FW,MF",Almería,es La Liga,21-328,2002,3.2,89,547,224,5,3,2,11,5,100,34,Matches
1296,Valentino Lazaro,at AUT,DF,Torino,it Serie A,27-316,1996,14.5,448,2093,1060,33,18,8,26,3,504,61,Matches
1297,Darko Lazović,rs SRB,"FW,DF",Hellas Verona,it Serie A,33-141,1990,9.7,214,1119,585,19,12,4,9,5,257,54,Matches
1298,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,30-066,1993,11.6,416,2924,1844,53,40,5,15,2,504,68,Matches
1299,Théo Le Bris,fr FRA,"MF,DF",Lorient,fr Ligue 1,21-125,2002,9.4,322,1960,907,34,23,3,21,4,295,62,Matches
1300,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,26-184,1997,2.2,84,540,252,0,1,0,1,0,75,1,Matches
1301,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,26-184,1997,0.6,23,142,43,1,0,0,0,0,18,2,Matches
1302,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,25-288,1998,14,348,2461,902,36,24,14,39,19,348,95,Matches
1303,Enzo Le Fée,fr FRA,MF,Rennes,fr Ligue 1,24-000,2000,12.9,707,3993,1817,37,31,7,23,19,656,40,Matches
1304,Vincent Le Goff,fr FRA,"DF,MF",Lorient,fr Ligue 1,34-111,1989,6,261,1333,720,9,10,1,4,2,234,51,Matches
1305,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,27-084,1996,17.5,741,4431,2522,17,10,0,9,3,797,1,Matches
1306,Nicola Leali,it ITA,GK,Genoa,it Serie A,30-351,1993,1,30,185,126,0,0,0,0,0,29,0,Matches
1307,Rafael Leão,pt POR,"FW,MF",Milan,it Serie A,24-238,1999,15.5,513,4134,2185,88,51,42,48,23,600,162,Matches
1308,Adrien Lebeau,fr FRA,"MF,FW",Brest,fr Ligue 1,24-210,1999,0.3,21,89,36,1,0,1,2,1,19,4,Matches
1309,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,32-283,1991,19,465,2761,1935,0,0,0,0,0,312,0,Matches
1310,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,30-355,1993,18.9,379,2647,1828,0,0,0,1,0,239,0,Matches
1311,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,30-254,1993,17.8,973,5675,2374,28,35,10,28,8,837,23,Matches
1312,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,25-011,1999,17.6,659,3098,1751,11,6,1,16,5,734,3,Matches
1313,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,25-261,1998,4.2,98,388,170,1,0,0,1,0,101,0,Matches
1314,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,32-259,1991,22,771,3337,1676,6,1,0,7,3,883,4,Matches
1315,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,30-275,1993,14.4,450,2520,1323,32,24,1,9,7,516,27,Matches
1316,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,28-083,1995,1.8,78,447,217,5,4,0,3,2,83,9,Matches
1317,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,30-155,1993,18.3,495,2389,1011,14,14,1,15,13,617,20,Matches
1318,Álvaro Lemos,es ESP,DF,Las Palmas,es La Liga,30-310,1993,2.2,96,438,201,6,7,0,2,0,103,7,Matches
1319,Clément Lenglet,fr FRA,DF,Aston Villa,eng Premier League,28-231,1995,4.7,282,1850,1297,19,10,0,1,1,305,1,Matches
1320,Bernd Leno,de GER,GK,Fulham,eng Premier League,31-336,1992,22,595,2823,1624,0,0,0,1,0,540,0,Matches
1321,Christopher Lenz,de GER,"DF,MF",RB Leipzig,de Bundesliga,29-134,1994,0.4,15,51,19,0,0,0,1,0,28,5,Matches
1322,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,29-134,1994,0.1,5,22,18,0,1,0,1,1,6,0,Matches
1323,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,21-104,2002,2.8,171,882,372,5,7,3,5,0,155,6,Matches
1324,Jefferson Lerma,co COL,MF,Crystal Palace,eng Premier League,29-101,1994,16.5,472,1832,840,9,10,2,18,11,586,42,Matches
1325,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,23-354,2000,2,76,480,263,7,2,0,4,1,63,5,Matches
1326,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,35-166,1988,17.6,303,1443,572,24,15,11,55,20,434,110,Matches
1327,Jamie Leweling,de GER,"FW,MF",Stuttgart,de Bundesliga,22-342,2001,8.5,254,1699,797,30,16,11,20,25,293,93,Matches
1328,Rico Lewis,eng ENG,"MF,DF",Manchester City,eng Premier League,19-074,2004,5,169,730,353,6,11,0,0,8,226,17,Matches
1329,Keane Lewis-Potter,eng ENG,"FW,DF",Brentford,eng Premier League,22-346,2001,8.4,192,1412,795,28,13,10,19,7,214,79,Matches
1330,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,27-207,1996,13.7,714,4697,2590,14,12,0,7,0,722,3,Matches
1331,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,24-175,1999,7.1,373,1962,1048,8,8,1,5,2,444,4,Matches
1332,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,29-201,1994,10,500,2575,1372,13,11,0,2,3,553,9,Matches
1333,Jesper Lindstrøm,dk DEN,"FW,MF",Napoli,it Serie A,23-339,2000,2.6,93,733,331,11,6,3,11,4,120,17,Matches
1334,Jesper Lindstrøm,dk DEN,FW,Eint Frankfurt,de Bundesliga,23-339,2000,0.9,34,221,82,2,4,0,5,2,40,9,Matches
1335,Karol Linetty,pl POL,MF,Torino,it Serie A,29-001,1995,9.5,254,1162,604,11,13,2,12,8,295,10,Matches
1336,Samuel Lino,br BRA,DF,Atlético Madrid,es La Liga,24-042,1999,11.6,452,3226,1931,63,41,21,17,19,482,105,Matches
1337,Luca Lipani,it ITA,MF,Sassuolo,it Serie A,18-261,2005,0.1,4,19,11,0,0,0,0,0,7,0,Matches
1338,Pol Lirola,es ESP,"DF,MF",Frosinone,it Serie A,26-174,1997,5.1,143,713,367,9,4,0,5,0,172,31,Matches
1339,Marcin Listkowski,pl POL,FW,Lecce,it Serie A,25-358,1998,0.1,4,15,4,0,0,0,1,0,4,0,Matches
1340,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,21-083,2002,8,247,1622,716,22,13,4,10,11,275,41,Matches
1341,Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,26-118,1997,13.8,440,2488,1247,28,34,5,26,11,491,45,Matches
1342,Javier Llabrés,es ESP,"MF,FW",Mallorca,es La Liga,21-145,2002,1.8,46,257,114,5,3,1,9,5,59,19,Matches
1343,Diego Llorente,es ESP,DF,Roma,it Serie A,30-171,1993,17,827,4041,1850,12,3,0,8,2,918,3,Matches
1344,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,29-004,1995,15.6,465,2408,1325,43,23,11,15,9,558,102,Matches
1345,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,28-200,1995,17.9,765,3679,1862,5,5,0,4,2,693,3,Matches
