Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
750,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,38-291,1985,3,1,0,1,0,0,1,1,100,0,0,0,0,1,2,0,0,Matches
751,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22-356,2001,3.8,4,2,1,2,1,2,5,40,3,3,0,3,3,7,0,0,Matches
752,Romain Faivre,fr FRA,MF,Bournemouth,eng Premier League,25-204,1998,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Matches
753,Romain Faivre,fr FRA,"MF,FW",Lorient,fr Ligue 1,25-204,1998,16.1,13,6,5,4,4,6,15,40,9,6,1,5,7,20,3,1,Matches
754,Radamel Falcao,co COL,"FW,DF",Rayo Vallecano,es La Liga,37-358,1986,2.1,4,3,0,4,0,0,1,0,1,1,0,1,0,4,3,0,Matches
755,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,28-297,1995,23,0,0,0,0,0,0,0,,0,1,0,1,0,0,11,2,Matches
756,Fali,es ESP,DF,Cádiz,es La Liga,30-175,1993,19.6,27,16,18,8,1,12,22,54.5,10,29,20,9,20,47,83,0,Matches
757,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,32-101,1991,6.7,13,10,5,6,2,7,10,70,3,9,5,4,6,19,21,0,Matches
758,Davide Faraoni,it ITA,DF,Fiorentina,it Serie A,32-101,1991,2.5,8,5,5,1,2,5,8,62.5,3,2,1,1,3,11,9,0,Matches
759,Ansu Fati,es ESP,"MF,FW",Brighton,eng Premier League,21-095,2002,3.2,2,1,1,1,0,0,6,0,6,3,0,3,1,3,2,0,Matches
760,Ansu Fati,es ESP,"MF,FW",Barcelona,es La Liga,21-095,2002,0.6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Matches
761,Khalil Fayad,fr FRA,"FW,MF",Montpellier,fr Ligue 1,19-239,2004,8.3,20,12,14,4,2,6,17,35.3,11,10,0,10,10,30,3,0,Matches
762,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,36-323,1987,9.3,11,8,9,2,0,4,9,44.4,5,16,13,3,8,19,63,0,Matches
763,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,20-324,2003,9.1,35,19,20,9,6,22,42,52.4,20,16,1,15,7,42,12,0,Matches
764,Nabil Fekir,fr FRA,"FW,MF",Betis,es La Liga,30-200,1993,1.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Matches
765,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,34-263,1989,1.5,5,4,3,2,0,4,5,80,1,2,1,1,1,6,5,0,Matches
766,Luiz Felipe,it ITA,DF,Betis,es La Liga,26-318,1997,4,7,3,5,2,0,4,5,80,1,10,4,6,4,11,16,0,Matches
767,João Félix,pt POR,FW,Barcelona,es La Liga,24-085,1999,11.9,16,11,9,3,4,4,13,30.8,9,11,1,10,8,24,5,0,Matches
768,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,26-147,1997,17.5,18,9,10,5,3,8,13,61.5,5,14,11,3,24,42,98,1,Matches
769,Kiko Femenía,es ESP,"DF,MF",Villarreal,es La Liga,33-001,1991,4.6,6,4,3,2,1,2,4,50,2,7,3,4,9,15,10,0,Matches
770,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19-107,2004,11.5,12,6,3,6,3,4,11,36.4,7,9,3,6,2,14,5,0,Matches
771,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24-163,1999,19.9,27,15,12,12,3,12,27,44.4,15,12,5,7,12,39,20,0,Matches
772,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,29-148,1994,21,45,29,18,16,11,22,58,37.9,36,24,1,23,14,59,26,1,Matches
773,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,27-294,1996,10.7,17,11,12,5,0,11,17,64.7,6,8,2,6,21,38,42,0,Matches
774,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32-276,1991,4.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,Matches
775,Álex Fernández,es ESP,"MF,FW",Cádiz,es La Liga,31-111,1992,8.5,8,3,7,1,0,6,10,60,4,11,4,7,9,17,21,0,Matches
776,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,27-257,1996,4.5,11,7,3,6,2,0,2,0,2,4,0,4,0,11,5,0,Matches
777,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,23-017,2001,16,29,15,10,12,7,14,42,33.3,28,27,8,19,12,41,18,0,Matches
778,Raúl Fernández,es ESP,GK,Granada,es La Liga,35-327,1988,3.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,Matches
779,Valery Fernández,es ESP,"MF,DF",Girona,es La Liga,24-072,1999,4.5,8,6,4,4,0,4,6,66.7,2,6,1,5,0,8,3,0,Matches
780,Fernando,es ESP,GK,Almería,es La Liga,33-238,1990,2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
781,Fernando,br BRA,MF,Sevilla,es La Liga,36-193,1987,5.1,9,8,2,4,3,5,9,55.6,4,2,0,2,7,16,9,0,Matches
782,Ichem Ferrah,fr FRA,FW,Lille,fr Ligue 1,18-133,2005,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
783,André Ferreira,pt POR,GK,Granada,es La Liga,27-250,1996,14.9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,2,Matches
784,João Ferreira,pt POR,DF,Udinese,it Serie A,22-318,2001,13.5,36,28,24,10,2,20,32,62.5,12,19,5,14,17,53,55,0,Matches
785,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,31-328,1992,13,17,8,9,8,0,11,41,26.8,30,13,1,12,12,29,12,0,Matches
786,Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,de Bundesliga,19-121,2004,0.6,3,3,1,2,0,2,2,100,0,0,0,0,0,3,2,0,Matches
787,Rachad Fettal,ma MAR,FW,Almería,es La Liga,19-018,2005,0.2,,0,,,,,,,,,,,0,,,,Matches
788,Seydou Fini,it ITA,"DF,FW",Genoa,it Serie A,17-246,2006,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
789,Max Finkgräfe,de GER,"DF,MF",Köln,de Bundesliga,19-313,2004,6.1,19,13,14,5,0,12,27,44.4,15,12,3,9,10,29,11,0,Matches
790,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,23-114,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
791,John Fleck,sct SCO,"MF,DF",Sheffield Utd,eng Premier League,32-163,1991,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,Matches
792,Mark Flekken,nl NED,GK,Brentford,eng Premier League,30-235,1993,19.5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,6,0,Matches
793,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,32-329,1991,10.4,27,12,17,7,3,17,35,48.6,18,11,6,5,12,39,15,1,Matches
794,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,23-251,2000,18.7,17,11,9,5,3,9,20,45,11,15,0,15,10,27,8,1,Matches
795,Wes Foderingham,eng ENG,GK,Sheffield Utd,eng Premier League,33-020,1991,21.4,3,1,3,0,0,3,4,75,1,0,0,0,0,3,10,6,Matches
796,Malick Fofana,be BEL,"DF,FW",Lyon,fr Ligue 1,18-309,2005,0.7,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
797,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,25-024,1999,16.5,30,17,7,18,5,16,32,50,16,20,4,16,20,50,14,1,Matches
798,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,28-008,1996,18.1,27,18,16,7,4,13,27,48.1,14,20,12,8,15,42,39,0,Matches
799,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,29-131,1994,14.3,24,11,16,6,2,15,33,45.5,18,27,8,19,18,42,21,0,Matches
800,Michael Folorunsho,ng NGA,"MF,FW",Hellas Verona,it Serie A,25-361,1998,19.7,39,24,16,16,7,16,44,36.4,28,35,9,26,16,55,27,2,Matches
801,Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,27-346,1996,4.7,10,6,4,3,3,5,16,31.3,11,8,1,7,6,16,7,0,Matches
802,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,32-103,1991,5.2,7,3,2,5,0,5,12,41.7,7,7,0,7,0,7,5,0,Matches
803,Omari Forson,eng ENG,FW,Manchester Utd,eng Premier League,19-198,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
804,Philipp Förster,de GER,"MF,FW",Bochum,de Bundesliga,28-364,1995,3.2,7,5,3,2,2,2,4,50,2,2,0,2,6,13,1,0,Matches
805,Héctor Fort,es ESP,DF,Barcelona,es La Liga,17-185,2006,0.5,1,0,1,0,0,1,3,33.3,2,0,0,0,1,2,0,0,Matches
806,Lyle Foster,za RSA,FW,Burnley,eng Premier League,23-153,2000,11.5,13,5,3,4,6,3,11,27.3,8,11,3,8,2,15,15,0,Matches
807,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,es La Liga,30-317,1993,9.3,16,9,9,6,1,8,12,66.7,4,5,0,5,6,22,23,1,Matches
808,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,26-022,1998,11.8,26,15,18,8,0,12,27,44.4,15,17,4,13,12,38,44,0,Matches
809,Matheus França,br BRA,"FW,MF",Crystal Palace,eng Premier League,19-308,2004,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
810,Bartol Franjić,hr CRO,MF,Darmstadt 98,de Bundesliga,24-020,2000,8.6,6,6,1,4,1,2,13,15.4,11,8,1,7,24,30,19,1,Matches
811,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,28-297,1995,11.8,29,19,12,12,5,13,37,35.1,24,14,2,12,8,37,20,0,Matches
812,Nathan Fraser,ie IRL,FW,Wolves,eng Premier League,18-346,2005,0.1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,Matches
813,Davide Frattesi,it ITA,MF,Inter,it Serie A,24-104,1999,5.2,3,0,1,2,0,1,3,33.3,2,3,0,3,1,4,8,0,Matches
814,Jean Frederic N'Guessan,ci CIV,"MF,FW",Metz,fr Ligue 1,20-292,2003,1.2,3,1,0,3,0,0,3,0,3,3,0,3,1,4,0,0,Matches
815,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,22-302,2001,20.2,79,40,25,43,11,37,55,67.3,18,32,7,25,27,106,23,1,Matches
816,Remo Freuler,ch SUI,MF,Bologna,it Serie A,31-294,1992,15,39,23,21,15,3,18,32,56.3,14,21,6,15,20,59,23,1,Matches
817,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,25-324,1998,14.4,30,20,21,9,0,23,32,71.9,9,30,18,12,20,50,79,0,Matches
818,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,28-052,1995,8.4,15,9,12,2,1,7,9,77.8,2,20,16,4,4,19,50,0,Matches
819,Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,23-055,2000,16.9,16,10,8,5,3,5,14,35.7,9,23,0,23,5,21,9,0,Matches
820,Jorge de Frutos,es ESP,"MF,FW",Rayo Vallecano,es La Liga,26-348,1997,7.2,2,0,1,1,0,1,8,12.5,7,6,0,6,3,5,5,0,Matches
821,Chris Führich,de GER,"FW,MF",Stuttgart,de Bundesliga,26-025,1998,16.9,18,14,3,9,6,10,27,37,17,18,0,18,6,24,3,0,Matches
822,Shiō Fukuda,jp JPN,FW,M'Gladbach,de Bundesliga,19-301,2004,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
823,Angelo Fulgini,fr FRA,MF,Lens,fr Ligue 1,27-167,1996,9.4,13,6,3,7,3,5,11,45.5,6,13,0,13,3,16,6,0,Matches
824,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,30-359,1993,2,1,1,0,1,0,1,1,100,0,2,1,1,0,1,1,0,Matches
825,Niclas Füllkrug,de GER,FW,Dortmund,de Bundesliga,30-359,1993,14.9,4,2,0,4,0,1,4,25,3,10,3,7,1,5,18,0,Matches
826,Matteo Gabbia,it ITA,DF,Milan,it Serie A,24-105,1999,3.1,8,7,6,2,0,6,6,100,0,2,1,1,1,9,16,0,Matches
827,Matteo Gabbia,it ITA,DF,Villarreal,es La Liga,24-105,1999,5.3,10,6,4,6,0,5,8,62.5,3,5,2,3,8,18,36,1,Matches
828,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,23-274,2000,1.8,4,1,0,4,0,2,4,50,2,5,2,3,1,5,4,0,Matches
829,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,29-302,1994,18.9,45,23,19,20,6,23,33,69.7,10,23,5,18,26,71,29,0,Matches
830,Cody Gakpo,nl NED,"FW,MF",Liverpool,eng Premier League,24-272,1999,9.6,13,7,5,6,2,4,12,33.3,8,13,2,11,7,20,6,0,Matches
831,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,29-076,1994,1,5,4,2,2,1,4,5,80,1,1,0,1,1,6,3,0,Matches
832,Javi Galán,es ESP,DF,Real Sociedad,es La Liga,29-076,1994,1,4,3,1,3,0,2,3,66.7,1,4,0,4,1,5,0,0,Matches
833,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,30-181,1993,14.5,29,19,7,20,2,14,32,43.8,18,9,1,8,8,37,11,0,Matches
834,Pablo Galdames Millán,cl CHI,"MF,DF",Genoa,it Serie A,27-035,1996,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
835,Conor Gallagher,eng ENG,MF,Chelsea,eng Premier League,23-362,2000,19.2,55,33,22,24,9,22,44,50,22,31,7,24,27,82,13,0,Matches
836,Antonino Gallo,it ITA,DF,Lecce,it Serie A,24-029,2000,14.9,27,19,19,7,1,23,33,69.7,10,18,5,13,11,38,44,0,Matches
837,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,34-102,1989,11.6,18,12,8,9,1,10,27,37,17,15,4,11,13,31,28,1,Matches
838,Kévin Gameiro,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,36-270,1987,8.8,8,8,5,2,1,1,12,8.3,11,6,0,6,2,10,2,0,Matches
839,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,34-130,1989,11.2,32,20,10,16,6,13,25,52,12,13,3,10,11,43,10,0,Matches
840,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,24-352,1999,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,Matches
841,Aleix García,es ESP,MF,Girona,es La Liga,26-220,1997,20.9,25,16,10,11,4,14,30,46.7,16,30,12,18,26,51,34,0,Matches
842,Álvaro García,es ESP,"MF,FW",Rayo Vallecano,es La Liga,31-099,1992,17,21,16,9,7,5,3,21,14.3,18,19,0,19,23,44,20,0,Matches
843,Dani García,es ESP,MF,Athletic Club,es La Liga,33-255,1990,4.5,6,2,1,2,3,4,14,28.6,10,7,1,6,3,9,5,0,Matches
844,David García,es ESP,DF,Osasuna,es La Liga,29-354,1994,21,22,15,16,5,1,13,23,56.5,10,32,16,16,14,36,99,2,Matches
845,Eric García,es ESP,DF,Barcelona,es La Liga,23-025,2001,0.6,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
846,Eric García,es ESP,DF,Girona,es La Liga,23-025,2001,13.6,23,17,11,9,3,14,22,63.6,8,13,8,5,16,39,39,1,Matches
847,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,24-173,1999,10,12,9,4,6,2,6,16,37.5,10,8,1,7,14,26,14,1,Matches
848,Francisco Jesús Crespo García,es ESP,FW,Las Palmas,es La Liga,27-189,1996,4.9,12,8,3,6,3,6,18,33.3,12,4,0,4,2,14,5,0,Matches
849,Gonzalo García,es ESP,"FW,MF",Real Madrid,es La Liga,19-316,2004,0.2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,Matches
850,Raúl García,es ESP,"FW,MF",Athletic Club,es La Liga,37-207,1986,1.5,1,1,1,0,0,1,4,25,3,2,0,2,1,2,3,0,Matches
851,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,30-204,1993,7.4,10,7,1,7,2,4,11,36.4,7,13,2,11,4,14,8,0,Matches
852,Santiago García,,FW,Getafe,es La Liga,22-158,2001,0.3,1,0,0,0,1,1,1,100,0,0,0,0,0,1,0,0,Matches
853,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,28-023,1996,1,4,4,0,4,0,2,2,100,0,1,0,1,1,5,1,0,Matches
854,Unai García,es ESP,DF,Osasuna,es La Liga,32-000,1992,1.7,4,4,3,0,1,0,0,,0,2,1,1,4,8,7,0,Matches
855,Alejandro Garnacho,ar ARG,FW,Manchester Utd,eng Premier League,19-217,2004,13.8,13,9,5,4,4,7,23,30.4,16,15,1,14,9,22,12,0,Matches
856,James Garner,eng ENG,MF,Everton,eng Premier League,22-327,2001,19.9,56,30,24,23,9,24,57,42.1,33,28,10,18,30,86,30,0,Matches
857,Luca Garritano,it ITA,"MF,DF",Frosinone,it Serie A,29-357,1994,5.3,9,4,7,2,0,5,15,33.3,10,13,0,13,4,13,8,1,Matches
858,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,36-009,1988,12.6,19,8,8,9,2,14,39,35.9,25,13,5,8,14,33,16,2,Matches
859,Federico Gatti,it ITA,DF,Juventus,it Serie A,25-224,1998,17.3,19,11,11,7,1,11,15,73.3,4,13,9,4,11,30,60,0,Matches
860,Federico Gattoni,ar ARG,"DF,FW",Sevilla,es La Liga,24-352,1999,0.1,1,0,1,0,0,1,1,100,0,0,0,0,0,1,1,0,Matches
861,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,19-182,2004,10.5,39,21,20,14,5,18,36,50,18,19,3,16,8,47,16,1,Matches
862,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,32-032,1992,22,2,2,2,0,0,2,2,100,0,0,0,0,0,2,5,0,Matches
863,Yann Gboho,fr FRA,FW,Toulouse,fr Ligue 1,23-020,2001,0.5,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,Matches
864,Gelabert,es ESP,"FW,MF",Toulouse,fr Ligue 1,23-095,2000,7.7,12,7,5,5,2,7,20,35,13,7,2,5,4,16,8,0,Matches
865,Francesco Gelli,it ITA,"MF,DF",Frosinone,it Serie A,27-111,1996,11.7,14,9,7,2,5,8,13,61.5,5,12,2,10,9,23,16,1,Matches
866,Luca Gemello,it ITA,GK,Torino,it Serie A,23-215,2000,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Matches
867,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,23-227,2000,21.5,35,19,22,10,3,21,31,67.7,10,21,4,17,25,60,59,0,Matches
868,Denis Genreau,au AUS,"FW,MF",Toulouse,fr Ligue 1,24-258,1999,4.8,11,8,5,6,0,8,13,61.5,5,8,1,7,4,15,8,0,Matches
869,Yannick Gerhardt,de GER,"MF,FW",Wolfsburg,de Bundesliga,29-327,1994,8.7,7,3,4,2,1,2,15,13.3,13,10,2,8,5,12,13,0,Matches
870,Anwar El Ghazi,nl NED,"MF,DF",Mainz 05,de Bundesliga,28-276,1995,0.6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Matches
871,Farés Ghedjemis,fr FRA,"MF,FW",Frosinone,it Serie A,21-150,2002,1.1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,Matches
872,Saman Ghoddos,ir IRN,DF,Brentford,eng Premier League,30-150,1993,7.8,25,17,19,4,2,16,27,59.3,11,8,2,6,5,30,11,0,Matches
873,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,24-007,2000,19.7,26,18,4,13,9,12,24,50,12,14,2,12,9,35,15,0,Matches
874,Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,30-114,1993,12.7,25,18,10,13,2,10,16,62.5,6,19,12,7,18,43,75,0,Matches
875,Bryan Gil,es ESP,"FW,MF",Tottenham,eng Premier League,22-357,2001,2.1,1,0,0,0,1,1,3,33.3,2,2,0,2,3,4,3,0,Matches
876,David Gil,es ESP,GK,Cádiz,es La Liga,30-023,1994,3.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
877,Mario Gila,es ESP,DF,Lazio,it Serie A,23-158,2000,9,12,4,9,2,1,8,12,66.7,4,9,6,3,7,19,29,0,Matches
878,Alfie Gilchrist,eng ENG,"DF,FW",Chelsea,eng Premier League,20-067,2003,0,1,0,1,0,0,0,0,,0,0,0,0,1,2,2,0,Matches
879,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,22-237,2001,15.9,16,10,10,4,2,7,25,28,18,18,7,11,6,22,10,0,Matches
880,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,26-349,1997,10.2,25,15,15,9,1,14,18,77.8,4,14,10,4,8,33,48,0,Matches
881,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,19-294,2004,2.4,4,3,0,4,0,2,3,66.7,1,5,2,3,3,7,6,1,Matches
882,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,30-015,1994,17.3,22,11,14,8,0,12,23,52.2,11,29,19,10,14,36,72,0,Matches
883,Olivier Giroud,fr FRA,FW,Milan,it Serie A,37-126,1986,15.8,11,7,3,5,3,1,6,16.7,5,10,3,7,4,15,16,0,Matches
884,Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,de Bundesliga,34-051,1989,8,26,15,12,14,0,8,12,66.7,4,11,6,5,10,36,30,0,Matches
885,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,28-204,1995,2.5,3,2,0,3,0,2,9,22.2,7,3,0,3,0,3,2,0,Matches
886,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,26-019,1998,2,5,3,3,2,0,4,7,57.1,3,1,0,1,2,7,10,0,Matches
887,Edoardo Goldaniga,it ITA,DF,Cagliari,it Serie A,30-093,1993,11.2,12,7,9,3,0,4,10,40,6,11,7,4,15,27,37,1,Matches
888,Pierluigi Gollini,it ITA,GK,Napoli,it Serie A,28-322,1995,5,1,1,1,0,0,1,1,100,0,0,0,0,1,2,1,0,Matches
889,Aleksandr Golovin,ru RUS,MF,Monaco,fr Ligue 1,27-249,1996,16.1,24,16,9,12,3,8,22,36.4,14,24,2,22,13,37,6,0,Matches
890,André Gomes,pt POR,MF,Everton,eng Premier League,30-188,1993,1.8,1,1,1,0,0,0,1,0,1,6,0,6,0,1,0,0,Matches
891,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,23-156,2000,16.2,16,8,3,8,5,9,17,52.9,8,13,2,11,13,29,18,1,Matches
892,João Gomes,br BRA,MF,Wolves,eng Premier League,22-356,2001,15.5,58,34,28,24,6,23,53,43.4,30,30,3,27,12,70,12,2,Matches
893,Toti Gomes,pt POR,DF,Wolves,eng Premier League,25-018,1999,16.2,28,19,19,6,3,15,19,78.9,4,17,11,6,13,41,40,1,Matches
894,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,26-256,1997,12.1,33,20,17,11,5,23,41,56.1,18,16,3,13,12,45,31,2,Matches
895,Maxi Gómez,uy URU,FW,Cádiz,es La Liga,27-173,1996,7.8,1,1,1,0,0,1,1,100,0,4,3,1,2,3,3,0,Matches
896,Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,29-225,1994,13.5,25,16,6,15,4,8,18,44.4,10,9,1,8,9,34,8,0,Matches
897,Papu Gómez,ar ARG,"MF,FW",Monza,it Serie A,35-353,1988,0.5,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,Matches
898,Sergio Gómez,es ESP,FW,Manchester City,eng Premier League,23-152,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
899,Unai Gómez,es ESP,MF,Athletic Club,es La Liga,20-254,2003,2.9,3,2,0,2,1,1,2,50,1,4,0,4,1,4,6,0,Matches
900,Maxime Gonalons,fr FRA,MF,Clermont Foot,fr Ligue 1,34-330,1989,11.8,36,25,12,19,5,19,45,42.2,26,16,3,13,18,54,8,0,Matches
901,Édgar González,es ESP,DF,Almería,es La Liga,26-308,1997,16.1,26,12,11,13,2,14,26,53.8,12,30,17,13,20,46,75,1,Matches
902,Giovanni González,uy URU,DF,Mallorca,es La Liga,29-136,1994,15.9,45,30,22,22,1,23,46,50,23,14,2,12,15,60,37,1,Matches
903,Hugo González,es ESP,"MF,FW",Valencia,es La Liga,20-361,2003,0.6,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0,Matches
904,Iñaki González,es ESP,MF,Las Palmas,es La Liga,19-191,2004,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
905,Joan Gonzàlez,es ESP,MF,Lecce,it Serie A,22-002,2002,9.9,18,9,8,7,3,9,15,60,6,12,1,11,3,21,5,0,Matches
906,Nicolás González,ar ARG,FW,Fiorentina,it Serie A,25-303,1998,10.8,15,10,8,5,2,4,15,26.7,11,14,1,13,5,20,4,0,Matches
907,Urko González,es ESP,"MF,DF",Real Sociedad,es La Liga,22-320,2001,1.5,3,0,0,2,1,1,1,100,0,1,0,1,0,3,4,0,Matches
908,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,22-344,2001,19.4,38,22,12,19,7,16,45,35.6,29,22,0,22,4,42,2,0,Matches
909,Kaide Gordon,eng ENG,FW,Liverpool,eng Premier League,19-121,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
910,Daniel Gore,eng ENG,MF,Manchester Utd,eng Premier League,19-130,2004,0,1,1,0,1,0,1,1,100,0,0,0,0,1,2,0,0,Matches
911,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,28-362,1995,11.7,15,9,7,4,4,6,20,30,14,16,0,16,14,29,19,0,Matches
912,Andoni Gorosabel,es ESP,DF,Alavés,es La Liga,27-183,1996,20.7,36,24,21,13,2,22,48,45.8,26,14,3,11,17,53,47,0,Matches
913,Robin Gosens,de GER,"DF,MF",Union Berlin,de Bundesliga,29-213,1994,12.5,33,21,9,21,3,18,23,78.3,5,28,3,25,21,54,36,0,Matches
914,Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,31-245,1992,11.5,21,13,9,7,5,13,29,44.8,16,12,1,11,5,26,6,0,Matches
915,Amine Gouiri,dz ALG,"FW,MF",Rennes,fr Ligue 1,23-352,2000,13.2,14,9,4,6,4,6,12,50,6,9,0,9,7,21,6,0,Matches
916,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,32-208,1991,15,19,13,7,10,2,8,11,72.7,3,25,11,14,22,41,63,0,Matches
917,Pablo Gozalbez,es ESP,"MF,FW",Valencia,es La Liga,22-279,2001,1.1,1,0,0,0,1,1,6,16.7,5,0,0,0,1,2,2,0,Matches
918,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,31-071,1992,14,22,12,11,9,2,12,22,54.5,10,14,6,8,22,44,31,0,Matches
919,Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,35-134,1988,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
920,Samuel Grandsir,fr FRA,"FW,MF",Le Havre,fr Ligue 1,27-173,1996,4.4,11,8,2,7,2,4,13,30.8,9,2,0,2,3,14,3,1,Matches
