Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1422,Lovro Majer,hr CRO,"MF,FW",Wolfsburg,de Bundesliga,26-017,1998,14.7,22,13,9,13,0,6,19,31.6,13,12,1,11,4,26,10,0,Matches
1423,Jean-Victor Makengo,fr FRA,"MF,FW",Lorient,fr Ligue 1,25-236,1998,5.3,5,4,3,2,0,2,6,33.3,4,12,1,11,8,13,5,0,Matches
1424,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,22-184,2001,6.2,8,4,5,2,1,4,6,66.7,2,7,1,6,7,15,23,0,Matches
1425,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,25-200,1998,18.7,30,17,12,14,4,10,18,55.6,8,17,3,14,9,39,16,1,Matches
1426,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,29-008,1995,21.8,36,24,14,16,6,14,22,63.6,8,32,18,14,31,67,41,0,Matches
1427,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,22-248,2001,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1428,Daniel Maldini,it ITA,MF,Monza,it Serie A,22-115,2001,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Matches
1429,Daniel Maldini,it ITA,"FW,MF",Empoli,it Serie A,22-115,2001,2.9,4,2,0,2,2,2,2,100,0,5,0,5,2,6,2,0,Matches
1430,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,25-165,1998,16.7,40,29,13,21,6,11,31,35.5,20,35,5,30,14,54,9,0,Matches
1431,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25-025,1999,14.4,8,6,4,1,3,2,5,40,3,9,4,5,2,10,7,0,Matches
1432,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,30-275,1993,13.6,24,14,13,7,4,15,36,41.7,21,18,5,13,2,26,10,0,Matches
1433,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24-118,1999,18.6,29,19,12,13,4,19,45,42.2,26,22,5,17,23,52,69,0,Matches
1434,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,18-065,2005,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1435,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,23-127,2000,22,2,2,2,0,0,2,2,100,0,0,0,0,0,2,12,1,Matches
1436,David Mamutovic,de GER,DF,Mainz 05,de Bundesliga,23-060,2000,0.1,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,Matches
1437,Wilson Manafá,pt POR,"DF,MF",Granada,es La Liga,29-195,1994,2.7,6,4,3,2,1,4,7,57.1,3,1,0,1,1,7,4,1,Matches
1438,Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,fr Ligue 1,24-037,1999,0.1,1,0,0,0,1,1,2,50,1,0,0,0,1,2,0,0,Matches
1439,Gianluca Mancini,it ITA,DF,Roma,it Serie A,27-292,1996,19.4,22,12,13,7,2,7,19,36.8,12,17,13,4,24,46,41,0,Matches
1440,Marco Mancosu,it ITA,"MF,FW",Cagliari,it Serie A,35-165,1988,1.7,2,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,Matches
1441,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,38-312,1985,19,2,0,2,0,0,2,3,66.7,1,0,0,0,0,2,3,0,Matches
1442,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30-013,1994,2.2,5,5,3,2,0,3,3,100,0,3,1,2,3,8,11,0,Matches
1443,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,32-104,1991,7.4,9,5,6,3,0,7,12,58.3,5,5,4,1,6,15,26,0,Matches
1444,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,26-219,1997,9.3,16,7,5,7,4,6,13,46.2,7,8,2,6,5,21,9,0,Matches
1445,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,25-322,1998,17.4,27,13,16,10,1,14,29,48.3,15,12,6,6,26,53,32,0,Matches
1446,Braydon Manu,gh GHA,MF,Darmstadt 98,de Bundesliga,26-312,1997,0.9,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
1447,Benson Manuel,be BEL,"MF,FW",Burnley,eng Premier League,26-312,1997,0.8,2,2,1,1,0,0,0,,0,0,0,0,0,2,0,0,Matches
1448,Faitout Maouassa,fr FRA,DF,Granada,es La Liga,25-212,1998,0,1,1,0,0,1,1,1,100,0,0,0,0,0,1,0,0,Matches
1449,Faitout Maouassa,fr FRA,"MF,DF",Lens,fr Ligue 1,25-212,1998,0.8,1,1,1,0,0,1,1,100,0,1,0,1,0,1,3,0,Matches
1450,Marcão,br BRA,DF,Sevilla,es La Liga,27-243,1996,2.4,8,5,4,4,0,5,8,62.5,3,2,2,0,2,10,0,0,Matches
1451,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,29-198,1994,6.2,19,14,9,7,3,8,14,57.1,6,5,0,5,11,30,8,0,Matches
1452,Riccardo Marchizza,it ITA,DF,Frosinone,it Serie A,25-314,1998,12.8,7,6,4,3,0,3,13,23.1,10,10,2,8,7,14,33,0,Matches
1453,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,31-353,1992,11.2,11,5,8,3,0,7,9,77.8,2,15,8,7,12,23,32,0,Matches
1454,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,34-295,1989,14.9,35,24,18,14,3,25,43,58.1,18,16,4,12,8,43,20,0,Matches
1455,Alberto Marí,es ESP,FW,Valencia,es La Liga,22-207,2001,0.3,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,Matches
1456,José Mari,es ESP,"MF,FW",Cádiz,es La Liga,36-059,1987,0.2,2,1,0,2,0,1,2,50,1,0,0,0,0,2,0,0,Matches
1457,Pablo Marí,es ESP,DF,Monza,it Serie A,30-156,1993,13.5,27,16,22,5,0,12,16,75,4,15,9,6,14,41,54,1,Matches
1458,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,29-014,1995,8,11,5,7,4,0,4,6,66.7,2,7,6,1,8,19,45,0,Matches
1459,Mariano,do DOM,FW,Sevilla,es La Liga,30-186,1993,2.4,1,1,0,1,0,0,0,,0,1,0,1,0,1,2,0,Matches
1460,Mirko Marić,hr CRO,FW,Monza,it Serie A,28-263,1995,3.2,4,0,2,1,1,0,2,0,2,4,0,4,2,6,3,0,Matches
1461,Rafa Marín,es ESP,DF,Alavés,es La Liga,21-260,2002,15.1,15,12,11,4,0,6,13,46.2,7,19,11,8,13,28,77,1,Matches
1462,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,27-256,1996,10.1,20,9,6,10,4,11,17,64.7,6,9,1,8,2,22,22,0,Matches
1463,Diego Mariño,es ESP,GK,Almería,es La Liga,33-270,1990,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1464,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,29-273,1994,11.1,12,5,8,4,0,8,14,57.1,6,14,8,6,16,28,63,2,Matches
1465,Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,21-216,2002,19.5,42,27,28,13,1,22,29,75.9,7,24,12,12,20,62,98,2,Matches
1466,Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,de Bundesliga,24-361,1999,12,11,5,5,4,2,5,9,55.6,4,4,0,4,6,17,6,0,Matches
1467,Marquinhos,br BRA,"FW,MF",Nantes,fr Ligue 1,20-302,2003,1.7,3,2,2,0,1,1,4,25,3,7,2,5,6,9,1,0,Matches
1468,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,29-265,1994,13.6,16,9,8,7,1,9,14,64.3,5,25,17,8,16,32,47,0,Matches
1469,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,22-117,2001,1.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1470,Agustín Martegani,ar ARG,MF,Salernitana,it Serie A,23-259,2000,7.6,12,7,6,3,3,6,16,37.5,10,3,1,2,4,16,7,1,Matches
1471,Eric Martel,de GER,MF,Köln,de Bundesliga,21-280,2002,15.4,44,27,20,20,4,25,42,59.5,17,33,10,23,20,64,44,0,Matches
1472,Roger Martí,es ESP,FW,Cádiz,es La Liga,33-031,1991,11.6,9,5,1,8,0,1,5,20,4,13,1,12,6,15,3,0,Matches
1473,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,28-060,1995,5,4,1,1,1,2,1,1,100,0,4,0,4,0,4,3,0,Matches
1474,Aarón Martín,es ESP,DF,Genoa,it Serie A,26-287,1997,6,6,3,2,4,0,2,9,22.2,7,4,1,3,4,10,6,0,Matches
1475,Iván Martín,es ESP,"MF,FW",Girona,es La Liga,24-354,1999,17.6,34,19,16,13,5,19,44,43.2,25,14,2,12,9,43,10,0,Matches
1476,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,33-300,1990,6.5,23,16,8,14,1,12,19,63.2,7,7,0,7,1,24,7,1,Matches
1477,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,22-230,2001,15.4,18,14,3,7,8,7,12,58.3,5,14,1,13,4,22,3,0,Matches
1478,Arnau Martinez,es ESP,DF,Girona,es La Liga,20-284,2003,10.2,20,13,13,6,1,11,23,47.8,12,8,3,5,10,30,34,2,Matches
1479,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,31-154,1992,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1,Matches
1480,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,32-262,1991,6,6,4,6,0,0,3,3,100,0,10,9,1,6,12,24,0,Matches
1481,Josep Martinez,es ESP,GK,Genoa,it Serie A,25-252,1998,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,2,Matches
1482,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26-165,1997,17.7,19,14,3,12,4,3,11,27.3,8,14,1,13,16,35,7,0,Matches
1483,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26-016,1998,5.4,9,6,8,1,0,5,12,41.7,7,6,4,2,4,13,15,0,Matches
1484,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27-269,1996,16.6,52,33,30,19,3,25,37,67.6,12,28,9,19,23,75,38,2,Matches
1485,Adam Marušić,me MNE,DF,Lazio,it Serie A,31-109,1992,19.5,29,20,14,14,1,18,31,58.1,13,15,4,11,21,50,38,2,Matches
1486,Marvin,es ESP,"FW,MF",Las Palmas,es La Liga,23-215,2000,8.6,16,9,6,8,2,7,18,38.9,11,11,2,9,6,22,9,0,Matches
1487,Omar Mascarell,es ESP,MF,Mallorca,es La Liga,31-001,1993,9,18,9,9,9,0,10,19,52.6,9,9,2,7,16,34,18,0,Matches
1488,Adam Masina,ma MAR,DF,Udinese,it Serie A,30-032,1994,0.7,4,0,2,2,0,2,4,50,2,2,1,1,2,6,5,0,Matches
1489,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,25-073,1998,15.4,45,26,27,13,5,25,43,58.1,18,20,9,11,14,59,44,1,Matches
1490,Han-Noah Massengo,fr FRA,MF,Burnley,eng Premier League,22-211,2001,0.1,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
1491,Roberto Massimo,de GER,"FW,DF",Stuttgart,de Bundesliga,23-114,2000,0.9,1,0,1,0,0,1,2,50,1,0,0,0,0,1,1,0,Matches
1492,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31-088,1992,13.7,20,13,14,4,2,10,21,47.6,11,16,7,9,22,42,23,0,Matches
1493,Jaime Mata,es ESP,"MF,FW",Getafe,es La Liga,35-102,1988,9.5,15,10,9,4,2,8,17,47.1,9,10,0,10,10,25,13,0,Matches
1494,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,21-142,2002,13,22,17,7,11,4,11,21,52.4,10,12,4,8,12,34,18,0,Matches
1495,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,21-353,2002,1.1,3,1,0,3,0,2,4,50,2,1,1,0,3,6,0,0,Matches
1496,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,26-220,1997,11,10,7,3,4,3,3,5,60,2,6,1,5,2,12,6,0,Matches
1497,Nemanja Matić,rs SRB,MF,Rennes,fr Ligue 1,35-186,1988,11.4,19,10,7,9,3,9,12,75,3,15,7,8,27,46,19,0,Matches
1498,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,32-179,1991,8.7,12,6,7,4,1,8,12,66.7,4,16,12,4,9,21,43,0,Matches
1499,Alex Matos,eng ENG,MF,Chelsea,eng Premier League,19-123,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1500,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,21-264,2002,3.3,9,7,5,3,1,2,7,28.6,5,4,1,3,4,13,4,0,Matches
1501,Remi Matthews,eng ENG,GK,Crystal Palace,eng Premier League,29-358,1994,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1502,Alan Matturro,uy URU,DF,Genoa,it Serie A,19-115,2004,1,1,1,1,0,0,1,1,100,0,4,1,3,2,3,3,0,Matches
1503,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,25-281,1998,15.4,39,27,17,19,3,22,32,68.8,10,21,3,18,33,72,32,1,Matches
1504,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,25-281,1998,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1505,Neal Maupay,fr FRA,FW,Brentford,eng Premier League,27-173,1996,9.5,8,6,4,3,1,3,7,42.9,4,7,0,7,2,10,3,0,Matches
1506,Neal Maupay,fr FRA,FW,Everton,eng Premier League,27-173,1996,1.2,0,0,0,0,0,0,1,0,1,2,0,2,0,0,1,0,Matches
1507,Aïman Maurer,ma MAR,"MF,FW",Clermont Foot,fr Ligue 1,19-131,2004,0.6,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,Matches
1508,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,26-054,1997,7.5,10,6,8,2,0,5,6,83.3,1,11,5,6,13,23,40,1,Matches
1509,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,18-291,2005,3.3,2,2,0,1,1,1,3,33.3,2,5,3,2,4,6,14,1,Matches
1510,Philipp Max,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,30-126,1993,9.4,16,9,4,10,2,14,20,70,6,13,1,12,4,20,9,0,Matches
1511,Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,de Bundesliga,34-317,1989,3.8,9,7,3,4,2,2,3,66.7,1,1,0,1,2,11,3,0,Matches
1512,Luís Maximiano,pt POR,GK,Almería,es La Liga,25-029,1999,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,1,Matches
1513,Noam Mayoka-Tika,be BEL,MF,Marseille,fr Ligue 1,20-093,2003,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1514,Borja Mayoral,es ESP,FW,Getafe,es La Liga,26-304,1997,19.6,8,4,2,1,5,5,14,35.7,9,7,0,7,2,10,15,0,Matches
1515,Youssef Maziz,fr FRA,"FW,MF",Metz,fr Ligue 1,25-224,1998,1.4,0,0,0,0,0,0,2,0,2,1,0,1,1,1,2,0,Matches
1516,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,26-081,1997,9.1,12,8,5,5,2,5,10,50,5,9,1,8,13,25,16,1,Matches
1517,Luca Mazzitelli,it ITA,MF,Frosinone,it Serie A,28-080,1995,12.6,23,16,7,12,4,13,30,43.3,17,13,2,11,7,30,26,0,Matches
1518,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,28-191,1995,14.1,25,19,14,10,1,16,29,55.2,13,14,6,8,5,30,31,0,Matches
1519,Pasquale Mazzocchi,it ITA,"DF,MF",Napoli,it Serie A,28-191,1995,0.2,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,Matches
1520,Kevin Mbabu,ch SUI,DF,Augsburg,de Bundesliga,28-290,1995,10.9,29,21,16,8,5,13,17,76.5,4,18,8,10,13,42,24,0,Matches
1521,Noah Mbamba,be BEL,MF,Leverkusen,de Bundesliga,19-029,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
1522,Ethan Mbappé,fr FRA,MF,Paris S-G,fr Ligue 1,17-036,2006,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1523,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,25-045,1998,17.8,3,1,1,1,1,3,7,42.9,4,3,0,3,2,5,1,0,Matches
1524,Malick Mbaye,sn SEN,"MF,FW",Metz,fr Ligue 1,19-303,2004,1.7,5,1,0,1,4,1,2,50,1,1,0,1,1,6,2,0,Matches
1525,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,25-220,1998,3.2,6,3,3,3,0,2,5,40,3,10,7,3,5,11,26,0,Matches
1526,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,29-179,1994,16,21,15,18,2,1,12,18,66.7,6,13,9,4,11,32,64,0,Matches
1527,Nolan Mbemba,cg CGO,MF,Le Havre,fr Ligue 1,28-349,1995,0.2,2,1,0,1,1,1,2,50,1,0,0,0,0,2,0,0,Matches
1528,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,24-180,1999,14.3,12,8,6,4,2,4,13,30.8,9,14,0,14,5,17,9,0,Matches
1529,Jordi Mboula,es ESP,"FW,MF",Hellas Verona,it Serie A,24-324,1999,3.4,4,4,1,2,1,4,7,57.1,3,4,1,3,1,5,0,0,Matches
1530,Nathanael Mbuku,fr FRA,FW,Augsburg,de Bundesliga,21-324,2002,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1531,James Mcatee,eng ENG,MF,Sheffield Utd,eng Premier League,21-108,2002,13.2,26,16,6,11,9,11,22,50,11,15,0,15,7,33,10,0,Matches
1532,James Mcatee,eng ENG,MF,Manchester City,eng Premier League,21-108,2002,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1533,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,27-244,1996,8.7,10,2,1,4,5,1,4,25,3,14,2,12,3,13,17,0,Matches
1534,James McConnell,eng ENG,MF,Liverpool,eng Premier League,19-143,2004,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
1535,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,29-108,1994,20.9,34,19,8,23,3,17,46,37,29,15,1,14,13,47,11,0,Matches
1536,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,27-083,1996,4.6,4,0,3,1,0,2,3,66.7,1,6,4,2,5,9,27,0,Matches
1537,Weston McKennie,us USA,"MF,FW",Juventus,it Serie A,25-159,1998,18.8,38,24,25,9,4,14,20,70,6,20,6,14,15,53,47,0,Matches
1538,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,24-073,1999,16.5,25,13,11,8,6,13,30,43.3,17,31,4,27,12,37,21,0,Matches
1539,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,27-057,1996,12.9,32,15,15,16,1,13,22,59.1,9,20,7,13,10,42,32,0,Matches
1540,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,24-251,1999,16.2,38,24,13,21,4,27,42,64.3,15,29,9,20,13,51,28,1,Matches
1541,Ben Mee,eng ENG,DF,Brentford,eng Premier League,34-135,1989,9.5,17,12,8,7,2,11,15,73.3,4,14,9,5,9,26,37,1,Matches
1542,Marvin Mehlem,de GER,MF,Darmstadt 98,de Bundesliga,26-145,1997,10.8,18,13,6,8,4,8,20,40,12,16,2,14,24,42,13,0,Matches
1543,Abdoul Meité,fr FRA,MF,Marseille,fr Ligue 1,22-062,2001,2,,0,,,,,,,,,,,6,,,,Matches
1544,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,22-228,2001,1,1,0,0,1,0,0,1,0,1,3,1,2,1,2,15,0,Matches
1545,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,22-228,2001,1.6,2,1,2,0,0,0,1,0,1,3,2,1,3,5,9,0,Matches
1546,Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,eng Premier League,21-013,2003,1.5,3,3,1,2,0,1,3,33.3,2,1,1,0,0,3,0,0,Matches
1547,Hannibal Mejbri,tn TUN,MF,Sevilla,es La Liga,21-013,2003,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1548,Óscar Melendo,es ESP,"MF,FW",Granada,es La Liga,26-164,1997,9.1,12,5,4,8,0,3,10,30,7,12,0,12,4,16,2,1,Matches
1549,Gonzalo Melero,es ESP,"MF,FW",Almería,es La Liga,30-032,1994,8.8,10,6,5,4,1,4,11,36.4,7,7,1,6,3,13,5,0,Matches
1550,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,29-048,1994,0.2,1,1,1,0,0,1,1,100,0,1,0,1,0,1,0,0,Matches
1551,Arthur Melo,br BRA,MF,Fiorentina,it Serie A,27-175,1996,15.3,35,22,13,18,4,19,31,61.3,12,20,3,17,12,47,5,0,Matches
1552,Memphis,nl NED,FW,Atlético Madrid,es La Liga,29-355,1994,4.8,4,1,0,2,2,3,3,100,0,1,0,1,1,5,0,0,Matches
1553,Houboulang Mendes,gw GNB,DF,Almería,es La Liga,25-275,1998,4.4,16,13,11,5,0,8,16,50,8,4,2,2,1,17,17,1,Matches
1554,Tomás Mendes,es ESP,MF,Alavés,es La Liga,19-074,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1555,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,27-027,1997,17.9,27,16,9,11,7,11,34,32.4,23,16,3,13,7,34,13,0,Matches
1556,Bruno Méndez,uy URU,DF,Granada,es La Liga,24-146,1999,3.9,6,2,4,1,1,3,5,60,2,5,3,2,4,10,14,0,Matches
1557,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,20-158,2003,0.1,1,1,1,0,0,1,1,100,0,0,0,0,1,2,0,0,Matches
1558,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,19-252,2004,1,3,1,1,2,0,2,3,66.7,1,1,0,1,2,5,2,0,Matches
1559,Benjamin Mendy,fr FRA,"DF,FW",Lorient,fr Ligue 1,29-201,1994,4,1,0,1,0,0,0,3,0,3,6,1,5,4,5,8,0,Matches
1560,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,28-240,1995,9.5,7,4,4,2,1,5,8,62.5,3,6,2,4,11,18,15,0,Matches
1561,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,23-032,2001,8.5,17,10,13,4,0,13,23,56.5,10,15,6,9,14,31,37,0,Matches
1562,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,31-225,1992,2.7,8,3,4,2,2,4,5,80,1,5,2,3,4,12,3,0,Matches
1563,Teden Mengi,eng ENG,DF,Luton Town,eng Premier League,21-279,2002,13.6,27,9,16,10,1,10,16,62.5,6,16,10,6,31,58,59,0,Matches
1564,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,26-090,1997,3,4,4,3,1,0,2,6,33.3,4,6,3,3,4,8,11,1,Matches
1565,Jorge Meré,es ESP,DF,Cádiz,es La Liga,26-292,1997,3.6,3,3,2,1,0,1,3,33.3,2,4,3,1,4,7,22,0,Matches
1566,Alex Meret,it ITA,GK,Napoli,it Serie A,26-318,1997,15.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,Matches
1567,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,27-226,1996,15.2,33,19,11,14,8,12,25,48,13,21,6,15,8,41,35,3,Matches
1568,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,21-263,2002,14.3,29,20,15,12,2,16,25,64,9,22,1,21,18,47,22,0,Matches
1569,Junior Messias,br BRA,"DF,MF",Genoa,it Serie A,32-266,1991,4.8,15,12,10,4,1,8,12,66.7,4,2,0,2,2,17,9,0,Matches
1570,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,32-144,1991,6.5,5,1,3,2,0,3,13,23.1,10,8,2,6,4,9,22,0,Matches
1571,Bastien Meupiyou,fr FRA,DF,Nantes,fr Ligue 1,17-321,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1572,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,32-296,1991,2.7,1,1,1,0,0,1,1,100,0,0,0,0,0,1,1,0,Matches
1573,Omenuke Mfulu,cd COD,"MF,FW",Las Palmas,es La Liga,29-320,1994,0.9,4,3,3,1,0,0,1,0,1,1,1,0,2,6,5,0,Matches
1574,Sven Michel,de GER,"FW,MF",Augsburg,de Bundesliga,33-203,1990,5.1,5,3,1,1,3,2,6,33.3,4,1,0,1,0,5,4,0,Matches
1575,Miguel,es ESP,"FW,MF",Alavés,es La Liga,24-153,1999,0.7,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,Matches
1576,Georges Mikautadze,ge GEO,FW,Metz,fr Ligue 1,23-095,2000,4.8,2,2,0,2,0,0,4,0,4,3,0,3,2,4,0,0,Matches
1577,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,26-114,1997,16.1,31,15,17,13,1,17,26,65.4,9,15,9,6,11,42,56,1,Matches
1578,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,17-278,2006,9.1,16,11,5,7,4,8,17,47.1,9,15,2,13,5,21,10,2,Matches
1579,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29-340,1994,6.3,3,3,1,1,1,1,2,50,1,6,1,5,2,5,2,0,Matches
1580,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26-348,1997,20,1,0,1,0,0,1,1,100,0,0,0,0,1,2,6,3,Matches
1581,Éder Militão,br BRA,DF,Real Madrid,es La Liga,26-016,1998,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
1582,Luis Milla,es ESP,MF,Getafe,es La Liga,29-119,1994,9,18,15,6,8,4,7,13,53.8,6,7,1,6,12,30,2,0,Matches
1583,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,21-201,2002,14.3,24,13,5,11,8,10,22,45.5,12,13,1,12,8,32,5,1,Matches
1584,James Milner,eng ENG,"DF,MF",Brighton,eng Premier League,38-030,1986,8.6,20,14,9,10,1,9,14,64.3,5,9,0,9,8,28,16,0,Matches
1585,Jovan Milošević,rs SRB,"FW,MF",Stuttgart,de Bundesliga,18-187,2005,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1586,Marko Milovanović,rs SRB,FW,Almería,es La Liga,20-183,2003,2,2,2,0,2,0,1,2,50,1,1,0,1,0,2,4,0,Matches
1587,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,27-080,1996,14.6,16,9,9,4,3,7,16,43.8,9,19,9,10,31,47,47,1,Matches
1588,Yerry Mina,co COL,"DF,MF",Fiorentina,it Serie A,29-133,1994,0.5,1,1,1,0,0,1,2,50,1,0,0,0,0,1,2,0,Matches
1589,Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,29-018,1995,12.2,20,12,3,10,7,10,31,32.3,21,12,0,12,6,26,6,0,Matches
1590,Lucas Mincarelli,fr FRA,"DF,MF",Montpellier,fr Ligue 1,20-029,2004,4.2,12,8,8,2,2,8,13,61.5,5,5,1,4,4,16,11,0,Matches
