Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,shortCmp,shortAtt,shortCmp%,longCmp,longAtt,longCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2392,Viktor Tsyhankov,ua UKR,"MF,DF",Girona,es La Liga,26-080,1997,12.6,368,474,77.6,5285,1477,221,258,85.7,21,37,56.8,3,3.9,4,-0.9,20,22,25,5,41,Matches
2393,Stefano Turati,it ITA,GK,Frosinone,it Serie A,22-151,2001,21,606,790,76.7,13007,9667,202,202,100,102,278,36.7,0,0,0,0,0,4,0,0,0,Matches
2394,Matt Turner,us USA,GK,Nott'ham Forest,eng Premier League,29-224,1994,17,398,578,68.9,12363,9869,87,87,100,162,330,49.1,0,0,0,0,0,10,0,0,0,Matches
2395,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,22-003,2002,8.3,202,255,79.2,3202,701,111,129,86,13,26,50,1,0.4,0.4,0.6,6,21,1,0,20,Matches
2396,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,24-214,1999,17,1029,1220,84.3,18696,6858,411,447,91.9,73,145,50.3,1,1.2,0.8,-0.2,5,63,8,1,69,Matches
2397,Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,21-067,2002,17.7,773,910,84.9,10566,3122,476,519,91.7,14,22,63.6,2,1.3,1.4,0.7,18,70,9,0,93,Matches
2398,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,27-320,1996,17,566,771,73.4,10578,4376,215,254,84.6,51,130,39.2,3,2,1.2,1,22,37,16,11,59,Matches
2399,Manuel Ugarte Ribeiro,uy URU,MF,Paris S-G,fr Ligue 1,22-298,2001,12.8,707,770,91.8,13006,2424,271,295,91.9,63,74,85.1,2,0.7,0.6,1.3,7,54,3,0,49,Matches
2400,Lesley Ugochukwu,fr FRA,MF,Chelsea,eng Premier League,19-314,2004,3,141,167,84.4,2263,583,71,80,88.8,8,9,88.9,0,0,0.1,0,1,9,4,0,15,Matches
2401,Lukas Ullrich,de GER,DF,M'Gladbach,de Bundesliga,19-324,2004,0.2,4,11,36.4,68,8,2,3,66.7,0,3,0,0,0,0,0,0,0,0,0,0,Matches
2402,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,35-184,1988,8,244,295,82.7,5193,3505,73,74,98.6,40,88,45.5,0,0,0,0,1,2,0,0,0,Matches
2403,Samuel Umtiti,fr FRA,DF,Lille,fr Ligue 1,30-081,1993,2.1,156,165,94.5,2948,750,49,52,94.2,14,17,82.4,0,0,0,0,0,5,0,0,8,Matches
2404,Enes Ünal,tr TUR,"FW,MF",Getafe,es La Liga,26-269,1997,1.6,24,35,68.6,317,121,16,22,72.7,1,2,50,1,0.4,0.4,0.6,3,1,0,0,1,Matches
2405,Deniz Undav,de GER,FW,Stuttgart,de Bundesliga,27-199,1996,11.6,272,365,74.5,3741,970,157,191,82.2,10,18,55.6,3,2.8,2.9,0.2,17,23,14,1,40,Matches
2406,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,25-099,1998,14.2,1254,1333,94.1,24800,7640,390,404,96.5,139,155,89.7,0,0.5,0.8,-0.5,5,115,1,0,100,Matches
2407,Kacper Urbanski,pl POL,FW,Bologna,it Serie A,19-149,2004,4.4,122,149,81.9,1844,295,69,78,88.5,8,12,66.7,0,0.2,0.3,-0.2,5,8,3,1,10,Matches
2408,Mark Uth,de GER,"MF,FW",Köln,de Bundesliga,32-163,1991,2.9,69,101,68.3,1114,319,37,39,94.9,9,19,47.4,0,0.7,0.5,-0.7,3,5,2,0,9,Matches
2409,Myrto Uzuni,al ALB,"FW,MF",Granada,es La Liga,28-248,1995,18.1,155,207,74.9,2364,362,92,110,83.6,11,17,64.7,0,1.5,1.8,-1.5,12,7,4,2,10,Matches
2410,Josha Vagnoman,de GER,"DF,FW",Stuttgart,de Bundesliga,23-054,2000,5.8,209,251,83.3,2789,642,128,141,90.8,5,10,50,2,1.1,1.1,0.9,4,9,4,1,16,Matches
2411,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,29-167,1994,18.6,626,778,80.5,10394,3578,299,339,88.2,47,82,57.3,0,0.5,0.5,-0.5,8,72,2,1,77,Matches
2412,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,28-054,1995,17.9,537,682,78.7,10066,3990,203,222,91.4,52,113,46,0,0.1,0.2,-0.1,2,31,1,0,30,Matches
2413,Jesús Vallejo,es ESP,DF,Granada,es La Liga,27-029,1997,1.2,78,85,91.8,1539,593,30,31,96.8,10,15,66.7,0,0,0,0,0,4,0,0,2,Matches
2414,Álvaro Vallés,es ESP,GK,Las Palmas,es La Liga,26-193,1997,22,914,1168,78.3,20804,15189,269,270,99.6,204,435,46.9,0,0,0,0,0,10,0,0,0,Matches
2415,Federico Valverde,uy URU,MF,Real Madrid,es La Liga,25-196,1998,19.5,1177,1318,89.3,17797,5043,698,731,95.5,78,118,66.1,2,3,2.2,-1,30,156,29,3,144,Matches
2416,Kévin Van Den Kerkhof,dz ALG,FW,Metz,fr Ligue 1,27-326,1996,9.8,159,302,52.6,2817,731,75,109,68.8,23,52,44.2,2,1.1,0.8,0.9,7,6,11,8,16,Matches
2417,Siebe Van Der Heyden,be BEL,DF,Mallorca,es La Liga,25-249,1998,3.2,70,101,69.3,1241,438,34,35,97.1,8,26,30.8,0,0,0.1,0,0,1,0,0,1,Matches
2418,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,32-210,1991,19.3,1385,1532,90.4,26845,10142,501,539,92.9,140,190,73.7,2,1.1,0.7,0.9,7,105,5,0,99,Matches
2419,Vanderson,br BRA,DF,Monaco,fr Ligue 1,22-227,2001,12,460,623,73.8,7814,2229,227,270,84.1,42,77,54.5,1,0.8,1.6,0.2,12,24,19,2,42,Matches
2420,Raphaël Varane,fr FRA,DF,Manchester Utd,eng Premier League,30-284,1993,8.8,439,495,88.7,7634,2382,181,191,94.8,28,41,68.3,0,0.1,0.3,-0.1,1,43,3,0,42,Matches
2421,Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,25-182,1998,10.6,205,297,69,3235,849,102,124,82.3,14,32,43.8,1,1.1,1.3,-0.1,15,13,10,2,31,Matches
2422,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,25-104,1998,17.3,512,706,72.5,9541,3369,196,232,84.5,55,119,46.2,0,0.5,0.9,-0.5,7,33,4,2,41,Matches
2423,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,25-176,1998,21.7,997,1275,78.2,18235,6305,426,510,83.5,131,221,59.3,0,2.2,3,-2.2,34,135,22,10,149,Matches
2424,Jesus Vazquez,es ESP,"DF,MF",Valencia,es La Liga,21-032,2003,2.7,50,87,57.5,701,242,30,36,83.3,3,11,27.3,0,0,0,0,1,4,1,1,3,Matches
2425,Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,30-317,1993,6.9,222,301,73.8,3428,1431,119,140,85,10,26,38.5,0,0.2,0.4,-0.2,3,16,6,3,23,Matches
2426,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,32-217,1991,6.4,395,457,86.4,5557,1532,242,260,93.1,15,31,48.4,3,2.3,1.8,0.7,15,13,9,3,27,Matches
2427,Matías Vecino,uy URU,MF,Lazio,it Serie A,32-163,1991,4.7,181,227,79.7,2848,753,99,114,86.8,15,19,78.9,0,0,0.1,0,1,20,2,0,24,Matches
2428,Gabriel Veiga,es ESP,FW,Celta Vigo,es La Liga,21-252,2002,0.2,3,5,60,16,8,2,3,66.7,0,1,0,0,0,0,0,0,0,0,0,0,Matches
2429,Alejo Véliz,ar ARG,FW,Tottenham,eng Premier League,20-137,2003,0.6,5,10,50,91,5,2,4,50,1,1,100,0,0,0,0,0,0,0,0,1,Matches
2430,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,28-130,1995,12.2,639,771,82.9,13814,4514,181,211,85.8,108,164,65.9,1,0.5,0.6,0.5,3,35,9,4,47,Matches
2431,Joël Veltman,nl NED,DF,Brighton,eng Premier League,32-019,1992,10.2,456,550,82.9,7425,1924,230,257,89.5,34,57,59.6,1,0.4,0.3,0.6,2,31,2,0,41,Matches
2432,Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,22-290,2001,12.5,780,821,95,13805,4247,307,314,97.8,45,56,80.4,0,0,0.1,0,0,49,1,0,42,Matches
2433,Lorenzo Venuti,it ITA,"DF,FW",Lecce,it Serie A,28-297,1995,1.3,71,89,79.8,1484,413,24,25,96,14,23,60.9,0,0,0,0,0,7,0,0,5,Matches
2434,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,21-169,2002,9,366,407,89.9,7349,4892,139,141,98.6,56,91,61.5,0,0,0,0,0,1,0,0,1,Matches
2435,Simone Verdi,it ITA,FW,Torino,it Serie A,31-206,1992,0,1,1,100,7,5,1,1,100,0,0,,0,0.1,0,-0.1,1,0,0,0,0,Matches
2436,Jordan Veretout,fr FRA,MF,Marseille,fr Ligue 1,30-339,1993,14.6,646,826,78.2,12170,3934,228,261,87.4,68,127,53.5,2,3.8,3.4,-1.8,29,95,23,6,134,Matches
2437,Arthur Vermeeren,be BEL,MF,Atlético Madrid,es La Liga,18-361,2005,0.5,19,27,70.4,274,27,12,15,80,0,1,0,0,0,0,0,0,1,0,0,1,Matches
2438,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,30-258,1993,12.2,441,572,77.1,7313,2521,223,263,84.8,40,72,55.6,1,1.2,0.8,-0.2,5,47,7,1,66,Matches
2439,Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,27-119,1996,22,761,933,81.6,15298,9145,230,232,99.1,85,236,36,0,0,0,0,0,4,0,0,0,Matches
2440,Carlos Vicente,es ESP,"FW,MF",Alavés,es La Liga,24-286,1999,3.2,50,93,53.8,835,280,24,41,58.5,7,16,43.8,2,0.9,0.5,1.1,8,1,2,2,4,Matches
2441,Nacho Vidal,es ESP,"DF,FW",Osasuna,es La Liga,29-010,1995,1.1,27,40,67.5,529,191,8,13,61.5,4,8,50,0,0,0,0,1,1,0,0,1,Matches
2442,Nacho Vidal,es ESP,DF,Mallorca,es La Liga,29-010,1995,0.4,9,14,64.3,128,77,5,7,71.4,0,0,,0,0,0,0,0,0,0,0,2,Matches
2443,Fabio Vieira,pt POR,MF,Arsenal,eng Premier League,23-249,2000,2.7,91,115,79.1,1564,303,46,52,88.5,8,15,53.3,2,1.1,0.5,0.9,3,9,3,1,12,Matches
2444,Jonathan Viera,es ESP,"MF,FW",Las Palmas,es La Liga,34-105,1989,6.9,456,513,88.9,5988,1489,278,296,93.9,9,18,50,1,1,1.2,0,17,35,16,1,65,Matches
2445,Samuele Vignato,it ITA,"MF,FW",Monza,it Serie A,19-344,2004,3.8,107,128,83.6,1743,428,61,68,89.7,11,15,73.3,0,0.2,0.2,-0.2,4,9,2,0,13,Matches
2446,Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,de Bundesliga,20-124,2003,5.8,37,79,46.8,543,39,22,38,57.9,2,8,25,0,0,0.1,0,2,0,0,0,1,Matches
2447,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,26-126,1997,3.1,57,81,70.4,700,108,43,57,75.4,2,3,66.7,1,0.9,0.6,0.1,7,3,4,0,7,Matches
2448,Gonzalo Villar,es ESP,MF,Granada,es La Liga,25-317,1998,13.3,563,686,82.1,8951,2471,313,343,91.3,46,74,62.2,3,1.2,1.3,1.8,8,51,7,1,53,Matches
2449,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,26-209,1997,9.3,160,264,60.6,4795,3659,23,23,100,55,157,35,0,0.1,0,-0.1,1,4,0,0,0,Matches
2450,Matías Viña,uy URU,DF,Sassuolo,it Serie A,26-086,1997,11.3,390,528,73.9,6507,2891,196,223,87.9,30,75,40,3,1.4,0.7,1.6,16,45,10,4,46,Matches
2451,Rúben Vinagre,pt POR,DF,Hellas Verona,it Serie A,24-300,1999,0,3,5,60,29,0,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,0,Matches
2452,Carlos Vinícius,br BRA,FW,Fulham,eng Premier League,28-315,1995,3.5,46,62,74.2,587,115,28,34,82.4,1,1,100,0,0.8,0.1,-0.8,5,1,0,0,3,Matches
2453,Nicolas Viola,it ITA,"MF,FW",Cagliari,it Serie A,34-114,1989,9.8,274,420,65.2,5409,2049,124,158,78.5,56,112,50,2,2.7,2.5,-0.7,27,27,10,4,42,Matches
2454,Alan Virginius,fr FRA,FW,Lille,fr Ligue 1,21-031,2003,0.8,14,17,82.4,183,45,7,8,87.5,0,0,,0,0,0,0,1,2,0,0,2,Matches
2455,Alan Virginius,fr FRA,MF,Clermont Foot,fr Ligue 1,21-031,2003,0.8,9,13,69.2,181,57,5,8,62.5,2,2,100,0,0,0,0,1,1,0,0,2,Matches
2456,Ricardo Visus,es ESP,DF,Betis,es La Liga,22-285,2001,0.8,,,,,,,,,,,,0,,,,,,,,,Matches
2457,Mattia Viti,it ITA,DF,Sassuolo,it Serie A,22-010,2002,3.9,193,225,85.8,3403,1019,68,79,86.1,9,20,45,0,0,0,0,1,14,0,0,16,Matches
2458,Vitinha,pt POR,FW,Marseille,fr Ligue 1,23-325,2000,10.3,159,217,73.3,2217,594,87,103,84.5,8,14,57.1,2,2.9,2.4,-0.9,18,13,10,3,23,Matches
2459,Vitinha,pt POR,MF,Paris S-G,fr Ligue 1,23-355,2000,15.3,993,1120,88.7,16109,4005,502,545,92.1,67,89,75.3,2,2.3,2.7,-0.3,29,92,20,2,123,Matches
2460,Vitinho,br BRA,DF,Burnley,eng Premier League,24-195,1999,14.6,463,618,74.9,7369,2552,250,281,89,24,47,51.1,0,0.2,0.6,-0.2,4,32,10,1,47,Matches
2461,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,24-203,1999,21.7,916,1099,83.3,18589,7274,279,315,88.6,119,194,61.3,0,0.7,0.4,-0.7,5,59,3,0,73,Matches
2462,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,eng Premier League,29-283,1994,5,141,176,80.1,3965,2847,21,21,100,47,80,58.8,0,0,0,0,1,0,0,0,1,Matches
2463,Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,24-006,2000,14.7,214,301,71.1,3116,448,114,148,77,8,16,50,3,1.1,0.9,1.9,16,10,7,0,27,Matches
2464,Nikola Vlašić,hr CRO,MF,Torino,it Serie A,26-122,1997,16.3,423,535,79.1,6257,1883,237,275,86.2,24,34,70.6,2,2.1,2.6,-0.1,18,49,19,6,78,Matches
2465,Alessandro Vogliacco,it ITA,DF,Genoa,it Serie A,25-142,1998,4.9,157,214,73.4,3014,1360,62,69,89.9,18,41,43.9,0,0.1,0.2,-0.1,2,12,4,2,18,Matches
2466,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,32-133,1991,14.7,813,939,86.6,17137,7528,237,252,94,146,201,72.6,0,0.1,0.4,-0.1,2,79,11,0,84,Matches
2467,Kevin Vogt,de GER,DF,Union Berlin,de Bundesliga,32-133,1991,3,154,168,91.7,3389,1267,33,33,100,23,34,67.6,0,0,0,0,0,9,0,0,6,Matches
2468,Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,29-002,1995,8.5,414,540,76.7,7271,2928,176,205,85.9,34,67,50.7,0,0.5,0.6,-0.5,5,33,15,2,56,Matches
2469,Kevin Volland,de GER,"MF,FW",Union Berlin,de Bundesliga,31-188,1992,6.8,107,179,59.8,1608,580,63,85,74.1,9,21,42.9,3,1.5,1,1.5,8,9,12,3,21,Matches
2470,Cristian Volpato,it ITA,"MF,FW",Sassuolo,it Serie A,20-080,2003,2.3,92,125,73.6,1804,594,36,42,85.7,14,24,58.3,0,0.9,0.8,-0.9,9,9,6,3,23,Matches
2471,Aster Vranckx,be BEL,MF,Wolfsburg,de Bundesliga,21-122,2002,8.8,353,415,85.1,6065,1257,162,178,91,39,61,63.9,0,0.2,0.3,-0.2,4,24,4,2,36,Matches
2472,Stefan de Vrij,nl NED,DF,Inter,it Serie A,31-363,1992,10.3,456,500,91.2,7676,2228,200,211,94.8,16,28,57.1,0,0.2,0.1,-0.2,1,11,1,0,15,Matches
2473,Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,21-032,2003,0.2,6,6,100,99,22,3,3,100,0,0,,0,0.6,0.1,-0.6,1,0,0,0,1,Matches
2474,Elye Wahi,fr FRA,FW,Lens,fr Ligue 1,21-032,2003,8.4,92,133,69.2,1080,146,59,75,78.7,2,4,50,1,0.4,0.3,0.6,4,3,3,0,8,Matches
2475,Walace,br BRA,MF,Udinese,it Serie A,28-305,1995,21,674,837,80.5,12365,4366,288,329,87.5,79,135,58.5,0,0.9,0.6,-0.9,14,81,5,1,70,Matches
2476,Luca Waldschmidt,de GER,"MF,FW",Köln,de Bundesliga,27-260,1996,9.4,224,310,72.3,3587,969,100,125,80,16,31,51.6,0,1,1.3,-1,10,16,8,2,37,Matches
2477,Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,33-251,1990,19.7,1362,1545,88.2,23709,4935,589,633,93,117,171,68.4,2,1.7,2.4,0.3,16,120,23,9,100,Matches
2478,Sebastian Walukiewicz,pl POL,DF,Empoli,it Serie A,23-304,2000,11.8,488,578,84.4,10089,3592,134,152,88.2,64,94,68.1,0,0.1,0.1,-0.1,3,35,2,0,29,Matches
2479,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,26-069,1997,9.8,437,528,82.8,5896,1873,278,314,88.5,13,25,52,1,1.2,1,-0.2,5,26,4,0,37,Matches
2480,Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,34-097,1989,14.8,518,671,77.2,8308,3794,275,309,89,30,77,39,1,0.2,0.2,0.8,3,44,7,3,48,Matches
2481,James Ward-Prowse,eng ENG,MF,West Ham,eng Premier League,29-094,1994,20.7,863,1056,81.7,14693,4529,430,468,91.9,87,181,48.1,6,4.3,4.5,1.7,44,74,13,4,79,Matches
2482,Deivid Washington,br BRA,DF,Chelsea,eng Premier League,18-243,2005,0.1,1,1,100,25,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
2483,Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,28-035,1995,21.5,262,349,75.1,3351,601,171,216,79.2,7,14,50,8,4.6,3,3.4,32,12,16,0,34,Matches
2484,Timothy Weah,us USA,"DF,FW",Juventus,it Serie A,23-346,2000,8.1,266,340,78.2,4094,921,146,165,88.5,16,27,59.3,1,1,0.9,0,9,20,7,4,18,Matches
2485,Adam Webster,eng ENG,DF,Brighton,eng Premier League,29-030,1995,7,590,649,90.9,10035,3362,243,263,92.4,31,44,70.5,0,0,0.1,0,1,51,1,0,46,Matches
2486,Wout Weghorst,nl NED,FW,Hoffenheim,de Bundesliga,31-180,1992,13.6,270,364,74.2,3407,653,174,219,79.5,10,15,66.7,0,2.1,2,-2.1,17,13,15,0,31,Matches
2487,Julian Weigl,de GER,MF,M'Gladbach,de Bundesliga,28-148,1995,16.9,696,789,88.2,12689,3328,291,325,89.5,74,94,78.7,2,1.6,0.7,0.4,12,57,5,0,61,Matches
2488,Nelson Weiper,de GER,"FW,MF",Mainz 05,de Bundesliga,18-323,2005,1.2,21,34,61.8,248,37,12,15,80,0,0,,0,0.2,0.1,-0.2,2,2,1,0,2,Matches
2489,Mitchell Weiser,de GER,"DF,FW",Werder Bremen,de Bundesliga,29-288,1994,17.4,651,883,73.7,10271,4251,356,424,84,38,81,46.9,4,1.8,3.1,2.2,18,43,23,14,63,Matches
2490,Noah Weißhaupt,de GER,"DF,FW",Freiburg,de Bundesliga,22-136,2001,7,245,326,75.2,4156,1074,116,131,88.5,24,47,51.1,1,1.2,1.6,-0.2,15,12,15,11,20,Matches
2491,Shon Weissman,il ISR,FW,Granada,es La Liga,27-354,1996,0.9,10,13,76.9,161,38,3,4,75,1,1,100,0,0,0,0,0,0,1,1,1,Matches
2492,Danny Welbeck,eng ENG,"FW,MF",Brighton,eng Premier League,33-069,1990,8.4,186,225,82.7,2161,280,134,154,87,0,1,0,0,0.8,0.5,-0.8,9,10,4,0,19,Matches
2493,Timo Werner,de GER,FW,Tottenham,eng Premier League,27-334,1996,1.9,72,89,80.9,975,121,45,50,90,2,3,66.7,2,1.2,0.8,0.8,4,0,1,0,5,Matches
2494,Timo Werner,de GER,"FW,MF",RB Leipzig,de Bundesliga,27-334,1996,2.3,61,88,69.3,983,129,34,43,79.1,4,7,57.1,0,0,0.1,0,2,1,0,0,6,Matches
2495,Ben White,eng ENG,DF,Arsenal,eng Premier League,26-118,1997,18.4,1097,1301,84.3,17252,5852,570,633,90,55,115,47.8,1,2,2.2,-1,18,104,24,6,101,Matches
2496,Silvan Widmer,ch SUI,"DF,FW",Mainz 05,de Bundesliga,30-335,1993,5.9,258,351,73.5,4251,1643,127,149,85.2,18,36,50,0,1.4,0.8,-1.4,7,27,6,3,27,Matches
2497,Mateusz Wieteska,pl POL,DF,Cagliari,it Serie A,26-357,1997,7.3,260,324,80.2,5094,2468,91,99,91.9,28,52,53.8,1,0.6,0.3,0.4,5,16,4,1,18,Matches
2498,Mateusz Wieteska,pl POL,DF,Clermont Foot,fr Ligue 1,26-357,1997,1.9,89,114,78.1,1763,785,23,30,76.7,8,21,38.1,0,0,0,0,0,11,0,0,6,Matches
2499,Iñaki Williams,gh GHA,FW,Athletic Club,es La Liga,29-233,1994,19.3,384,580,66.2,5219,1407,254,320,79.4,13,38,34.2,3,5.3,4.4,-2.3,33,16,32,13,41,Matches
2500,Neco Williams,wls WAL,"DF,FW",Nott'ham Forest,eng Premier League,22-296,2001,6,130,233,55.8,2228,961,58,77,75.3,14,42,33.3,1,1.3,1.2,-0.3,7,14,8,8,16,Matches
2501,Nico Williams,es ESP,FW,Athletic Club,es La Liga,21-206,2002,16.6,374,539,69.4,5873,1719,205,242,84.7,27,69,39.1,6,3.8,5,2.2,36,17,30,17,38,Matches
2502,Willian,br BRA,FW,Fulham,eng Premier League,35-178,1988,14,558,686,81.3,9857,2275,270,304,88.8,70,98,71.4,1,1.7,2,-0.7,27,38,36,2,93,Matches
2503,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,eng Premier League,24-167,1999,1.5,41,53,77.4,663,200,21,24,87.5,4,6,66.7,0,0.3,0.5,-0.3,2,2,3,1,3,Matches
2504,Callum Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,31-341,1992,8.1,71,112,63.4,825,114,47,58,81,3,7,42.9,1,0.3,0.2,0.7,5,2,0,0,5,Matches
2505,Harry Wilson,wls WAL,FW,Fulham,eng Premier League,26-318,1997,12.3,323,417,77.5,4861,912,179,207,86.5,28,43,65.1,3,2.1,1.6,0.9,12,21,16,4,39,Matches
2506,Josh Wilson-Esbrand,eng ENG,"DF,MF",Reims,fr Ligue 1,21-039,2002,5.1,186,252,73.8,3191,823,91,108,84.3,18,38,47.4,1,1,0.8,0,5,12,5,1,19,Matches
2507,Patrick Wimmer,at AUT,FW,Wolfsburg,de Bundesliga,22-249,2001,3.1,59,88,67,932,267,35,45,77.8,3,8,37.5,0,0.1,0.1,-0.1,4,6,1,0,7,Matches
2508,Jonas Wind,dk DEN,FW,Wolfsburg,de Bundesliga,24-361,1999,18.5,281,402,69.9,4270,1075,155,208,74.5,15,21,71.4,5,3.4,2.2,1.6,22,22,14,0,50,Matches
2509,Florian Wirtz,de GER,MF,Leverkusen,de Bundesliga,20-276,2003,16.3,931,1114,83.6,12145,3549,609,684,89,33,46,71.7,7,5.2,6.2,1.8,45,55,54,4,132,Matches
2510,Yoane Wissa,cd COD,FW,Brentford,eng Premier League,27-153,1996,17.2,191,270,70.7,2472,630,121,152,79.6,6,12,50,1,1.8,1.1,-0.8,15,14,9,3,23,Matches
2511,Axel Witsel,be BEL,DF,Atlético Madrid,es La Liga,35-022,1989,19.6,1128,1220,92.5,19490,7384,488,515,94.8,75,93,80.6,0,0.3,0.2,-0.3,2,44,0,0,53,Matches
2512,Maximilian Wittek,de GER,"DF,MF",Bochum,de Bundesliga,28-166,1995,6.7,210,320,65.6,3865,1798,80,104,76.9,24,57,42.1,1,0.5,1.3,0.5,14,27,10,3,36,Matches
2513,Maximilian Wöber,at AUT,DF,M'Gladbach,de Bundesliga,25-364,1998,14.7,784,962,81.5,14338,5490,307,340,90.3,65,129,50.4,2,1,0.8,1,9,69,10,5,84,Matches
2514,Marius Wolf,de GER,DF,Dortmund,de Bundesliga,28-252,1995,7.4,356,483,73.7,5842,2418,179,209,85.6,30,71,42.3,1,1,1.3,0,7,40,9,5,31,Matches
2515,Nick Woltemade,de GER,"FW,MF",Werder Bremen,de Bundesliga,21-354,2002,3.9,108,142,76.1,1522,339,61,74,82.4,7,12,58.3,0,0.6,0.8,-0.6,9,8,4,0,10,Matches
2516,Jeong Woo-yeong,kr KOR,MF,Stuttgart,de Bundesliga,24-136,1999,4.2,136,165,82.4,1734,376,90,106,84.9,6,7,85.7,2,0.9,1.1,1.1,6,12,1,0,12,Matches
2517,Chris Wood,nz NZL,FW,Nott'ham Forest,eng Premier League,32-058,1991,9.7,140,225,62.2,1721,387,87,131,66.4,4,7,57.1,1,1.4,0.5,-0.4,16,10,2,0,14,Matches
2518,Cauley Woodrow,eng ENG,"FW,MF",Luton Town,eng Premier League,29-063,1994,1,27,44,61.4,364,40,18,22,81.8,1,6,16.7,0,0.3,0.4,-0.3,4,2,1,1,1,Matches
2519,Christopher Wooh,cm CMR,DF,Rennes,fr Ligue 1,22-138,2001,6.1,247,298,82.9,5045,1672,65,77,84.4,32,51,62.7,0,0.5,0.3,-0.5,3,23,2,0,29,Matches
2520,Joe Worrall,eng ENG,DF,Nott'ham Forest,eng Premier League,27-024,1997,4.9,138,164,84.1,2910,1068,25,30,83.3,14,27,51.9,0,0.2,0.3,-0.2,2,5,0,0,8,Matches
2521,Xeber,es ESP,"FW,MF",Alavés,es La Liga,26-222,1997,3,62,91,68.1,880,204,42,47,89.4,3,8,37.5,0,0.6,0.5,-0.6,5,3,0,0,4,Matches
2522,Granit Xhaka,ch SUI,MF,Leverkusen,de Bundesliga,31-129,1992,18.7,1829,1991,91.9,28449,7997,1042,1100,94.7,127,150,84.7,0,1.3,2.9,-1.3,24,220,31,0,229,Matches
2523,Abduqodir Xusanov,uz UZB,DF,Lens,fr Ligue 1,19-339,2004,4.5,214,245,87.3,3933,1226,79,87,90.8,16,26,61.5,0,0,0.2,0,0,15,1,0,12,Matches
2524,Antal Yaakobishvili,hu HUN,DF,Girona,es La Liga,19-206,2004,0.7,37,42,88.1,715,266,15,17,88.2,7,10,70,0,0.3,0.1,-0.3,1,1,0,0,0,Matches
2525,Lamine Yamal,es ESP,FW,Barcelona,es La Liga,16-205,2007,11.9,416,510,81.6,5944,1397,256,290,88.3,20,31,64.5,2,4.1,4.2,-2.1,19,15,31,12,39,Matches
2526,Roman Yaremchuk,ua UKR,FW,Valencia,es La Liga,28-068,1995,4.8,81,115,70.4,985,239,60,79,75.9,3,3,100,0,0.1,0.1,-0.1,3,9,2,0,10,Matches
2527,Yehor Yarmoliuk,ua UKR,MF,Brentford,eng Premier League,19-339,2004,4.3,,,,,,,,,,,,0,,,,,,,,,Matches
2528,Ryan Yates,eng ENG,MF,Nott'ham Forest,eng Premier League,26-074,1997,10.9,299,392,76.3,4734,1223,154,190,81.1,17,28,60.7,0,0.2,0.4,-0.2,3,27,4,0,33,Matches
2529,Yusuf Yazıcı,tr TUR,"MF,FW",Lille,fr Ligue 1,27-005,1997,10,241,318,75.8,3519,896,141,174,81,18,28,64.3,1,1.2,2.2,-0.2,14,25,8,0,36,Matches
