Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,shortCmp,shortAtt,shortCmp%,longCmp,longAtt,longCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1219,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,25-307,1998,19,403,577,69.8,11205,8086,67,67,100,143,315,45.4,0,0,0,0,0,3,0,0,0,Matches
1220,Dominik Kohr,de GER,"MF,DF",Mainz 05,de Bundesliga,30-003,1994,13.3,556,710,78.3,10670,3410,191,233,82,52,91,57.1,0,0.8,0.7,-0.8,10,52,8,3,61,Matches
1221,Koke,es ESP,MF,Atlético Madrid,es La Liga,32-026,1992,14.4,1154,1267,91.1,18395,5894,628,655,95.9,101,135,74.8,2,1.4,1.8,0.6,13,113,24,1,121,Matches
1222,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,30-228,1993,15.2,675,804,84,10470,3656,359,391,91.8,27,59,45.8,0,0.4,0.3,-0.4,5,45,5,1,63,Matches
1223,Luca Koleosho,it ITA,"MF,FW",Burnley,eng Premier League,19-141,2004,10.8,192,274,70.1,2509,475,126,153,82.4,2,9,22.2,1,1.3,1.1,-0.3,11,9,6,2,19,Matches
1224,Randal Kolo Muani,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,25-060,1998,7.1,122,179,68.2,1804,558,75,104,72.1,6,12,50,2,2.5,0.8,-0.5,15,13,7,0,22,Matches
1225,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,25-060,1998,1.7,17,26,65.4,227,67,11,15,73.3,2,4,50,0,0,0,0,0,2,1,0,3,Matches
1226,Cheick Konaté,ci CIV,DF,Clermont Foot,fr Ligue 1,19-337,2004,10.6,261,409,63.8,4268,1516,133,178,74.7,21,61,34.4,1,1.5,1.2,-0.5,14,21,12,5,32,Matches
1227,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,24-254,1999,11.8,861,974,88.4,15561,6617,333,363,91.7,68,105,64.8,0,0.4,0.4,-0.4,7,90,7,0,84,Matches
1228,Geoffrey Kondogbia,cf CTA,MF,Marseille,fr Ligue 1,30-353,1993,10,499,568,87.9,8993,2622,202,219,92.2,48,65,73.8,0,0.2,0.6,-0.2,5,72,7,1,52,Matches
1229,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,18-265,2005,1.7,57,77,74,1047,273,22,29,75.9,7,10,70,0,0.1,0,-0.1,1,5,0,0,7,Matches
1230,Ibrahima Koné,ml MLI,FW,Almería,es La Liga,24-232,1999,2.9,35,53,66,509,141,19,27,70.4,2,3,66.7,0,0.1,0.4,-0.1,2,0,0,0,3,Matches
1231,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,24-232,1999,0.4,2,3,66.7,16,7,2,3,66.7,0,0,,0,0,0,0,0,1,0,0,0,Matches
1232,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,22-262,2001,9.4,303,349,86.8,4429,1045,174,188,92.6,13,19,68.4,0,0.4,0.3,-0.4,9,18,5,0,26,Matches
1233,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,26-103,1997,21.5,1296,1419,91.3,22239,7778,530,562,94.3,76,100,76,0,0.4,0.8,-0.4,6,96,7,1,91,Matches
1234,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,25-340,1998,17.6,677,876,77.3,11658,4081,310,360,86.1,75,127,59.1,3,3.9,3.3,-0.9,43,80,28,13,109,Matches
1235,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,23-030,2001,13.4,815,920,88.6,12383,3930,467,502,93,48,68,70.6,0,0.5,1.1,-0.5,6,90,12,0,83,Matches
1236,Filip Kostić,rs SRB,"DF,FW",Juventus,it Serie A,31-094,1992,14.6,489,673,72.7,8513,2952,231,260,88.8,45,107,42.1,4,4.9,3.7,-0.9,34,34,23,16,58,Matches
1237,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,26-059,1997,7.6,237,321,73.8,3580,826,121,151,80.1,14,27,51.9,1,1.6,1,-0.6,9,13,16,1,35,Matches
1238,Rominigue Kouamé,ml MLI,MF,Cádiz,es La Liga,27-048,1996,5.7,198,226,87.6,3665,750,80,93,86,20,22,90.9,0,0.1,0.1,-0.1,2,20,4,1,18,Matches
1239,Koffi Kouao,ci CIV,DF,Metz,fr Ligue 1,25-259,1998,7.5,247,313,78.9,4344,1806,120,130,92.3,23,47,48.9,0,0.2,0.3,-0.2,4,19,4,3,24,Matches
1240,Therence Koudou,fr FRA,DF,Reims,fr Ligue 1,19-052,2004,0.4,25,29,86.2,356,155,13,16,81.3,0,1,0,0,0,0,0,1,3,0,0,4,Matches
1241,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,25-083,1998,16.9,1261,1380,91.4,21158,7090,594,626,94.9,76,110,69.1,1,1,1.4,0,12,141,10,4,120,Matches
1242,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,26-294,1997,12.8,452,553,81.7,8815,3181,144,167,86.2,59,93,63.4,2,1.3,0.3,0.7,5,33,1,0,39,Matches
1243,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,eng Premier League,34-044,1989,2.3,44,69,63.8,548,149,32,43,74.4,1,1,100,0,0,0,0,1,3,0,0,5,Matches
1244,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,29-273,1994,9.5,752,805,93.4,10696,2075,445,458,97.2,23,30,76.7,0,1,1.2,-1,10,62,10,0,57,Matches
1245,Viktor Kovalenko,ua UKR,MF,Empoli,it Serie A,27-354,1996,3.6,109,155,70.3,1547,463,67,81,82.7,5,13,38.5,1,0.7,0.5,0.3,6,10,3,1,14,Matches
1246,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,23-262,2000,1,17,17,100,376,274,4,4,100,4,4,100,0,0,0,0,0,0,0,0,0,Matches
1247,Dawid Kownacki,pl POL,FW,Werder Bremen,de Bundesliga,26-326,1997,2.7,43,69,62.3,523,87,27,37,73,2,3,66.7,0,0.1,0.5,-0.1,3,4,0,0,3,Matches
1248,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,29-185,1994,0.9,82,93,88.2,1234,515,47,48,97.9,2,4,50,0,0.5,0.4,-0.5,4,6,6,4,10,Matches
1249,Alex Král,cz CZE,MF,Union Berlin,de Bundesliga,25-260,1998,11.3,237,338,70.1,3999,933,105,132,79.5,13,38,34.2,0,0.3,0.3,-0.3,4,21,3,1,32,Matches
1250,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,32-229,1991,13.1,489,622,78.6,7802,2279,249,284,87.7,49,88,55.7,1,3.6,3.9,-2.6,48,40,11,2,60,Matches
1251,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,32-349,1991,2.7,140,175,80,1825,658,84,104,80.8,7,11,63.6,0,0.1,0.4,-0.1,2,14,1,0,17,Matches
1252,Frans Krätzig,de GER,DF,Bayern Munich,de Bundesliga,21-020,2003,0.6,45,50,90,705,183,24,26,92.3,2,3,66.7,0,0.3,0.1,-0.3,2,3,1,0,7,Matches
1253,Tom Krauß,de GER,MF,Mainz 05,de Bundesliga,22-226,2001,10.7,327,445,73.5,5187,1528,171,206,83,19,45,42.2,0,0.1,0.5,-0.1,4,28,5,1,41,Matches
1254,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,22-017,2002,11.3,311,389,79.9,5795,2352,126,145,86.9,30,50,60,0,0,0.1,0,1,18,2,0,19,Matches
1255,Toni Kroos,de GER,MF,Real Madrid,es La Liga,34-030,1990,15.3,1453,1603,90.6,26271,9526,704,727,96.8,186,261,71.3,7,3.7,4.2,3.3,43,195,15,3,184,Matches
1256,Nikola Krstović,me MNE,FW,Lecce,it Serie A,23-304,2000,16,223,331,67.4,3134,612,133,176,75.6,15,23,65.2,0,1.1,0.7,-1.1,21,20,6,1,26,Matches
1257,Rade Krunić,ba BIH,MF,Milan,it Serie A,30-119,1993,7.6,388,431,90,5999,1258,195,209,93.3,19,23,82.6,0,0.5,0.3,-0.5,5,17,2,0,24,Matches
1258,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,31-157,1992,10.4,361,457,79,6256,2120,172,191,90.1,33,61,54.1,0,0.2,0.2,-0.2,2,36,2,0,34,Matches
1259,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,es La Liga,22-244,2001,15.7,343,489,70.1,5324,1555,195,229,85.2,25,62,40.3,3,3.7,4,-0.7,35,19,19,4,47,Matches
1260,Dejan Kulusevski,se SWE,"FW,MF",Tottenham,eng Premier League,23-284,2000,19.5,585,742,78.8,8315,2178,370,415,89.2,28,49,57.1,2,5,4.7,-3,45,30,49,10,94,Matches
1261,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,18-314,2005,10.2,466,586,79.5,6998,1804,264,304,86.8,14,40,35,1,0.7,0.6,0.3,5,30,11,4,42,Matches
1262,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,31-152,1992,0.1,13,13,100,206,38,7,7,100,1,1,100,0,0,0,0,0,0,0,0,0,Matches
1263,Berkan Kutlu,tr TUR,MF,Genoa,it Serie A,26-009,1998,2.2,46,64,71.9,867,363,21,27,77.8,10,16,62.5,0,0.3,0.3,-0.3,5,7,4,3,5,Matches
1264,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,31-019,1993,15.4,542,680,79.7,8169,1972,280,334,83.8,24,47,51.1,1,0.9,0.9,0.1,18,42,14,1,68,Matches
1265,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,22-356,2001,16.3,507,633,80.1,7916,1492,293,325,90.2,49,86,57,3,3.2,2.9,-0.2,31,19,21,1,47,Matches
1266,Giorgi Kvernadze,ge GEO,"FW,DF",Frosinone,it Serie A,20-361,2003,0.7,31,36,86.1,498,57,17,18,94.4,3,4,75,0,0,0,0,0,1,0,0,1,Matches
1267,Moritz-Broni Kwarteng,gh GHA,"FW,MF",Bochum,de Bundesliga,25-281,1998,1.9,42,57,73.7,567,124,27,28,96.4,2,5,40,1,0.5,0.1,0.5,4,2,2,0,5,Matches
1268,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,28-175,1995,6.9,126,164,76.8,1777,335,66,79,83.5,13,16,81.3,0,0.5,0.5,-0.5,8,14,6,1,16,Matches
1269,Giorgos Kyriakopoulos,gr GRE,"DF,MF",Monza,it Serie A,27-363,1996,13.9,664,812,81.8,11241,3614,340,359,94.7,50,93,53.8,3,1.2,1.4,1.8,15,47,14,9,51,Matches
1270,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,25-256,1998,14.2,400,484,82.6,5130,1419,263,292,90.1,7,15,46.7,2,1.1,1.3,0.9,12,41,4,0,69,Matches
1271,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,29-276,1994,14.9,254,396,64.1,3995,954,132,181,72.9,17,45,37.8,1,1,1.3,0,18,17,18,9,29,Matches
1272,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,32-251,1991,14.6,231,309,74.8,3299,896,122,158,77.2,18,25,72,0,1,1.3,-1,10,21,7,0,30,Matches
1273,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,23-303,2000,14.4,784,908,86.3,16468,5886,224,248,90.3,109,141,77.3,0,0.2,0.5,-0.2,4,56,3,2,55,Matches
1274,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,25-011,1999,13.7,387,514,75.3,9639,6605,91,92,98.9,99,224,44.2,0,0,0,0,0,3,0,0,2,Matches
1275,Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,27-052,1996,8,276,350,78.9,4749,1339,122,151,80.8,27,39,69.2,3,0.5,1.1,2.5,8,31,9,3,42,Matches
1276,Konrad Laimer,at AUT,"DF,MF",Bayern Munich,de Bundesliga,26-252,1997,14.1,943,1067,88.4,13741,3671,551,599,92,25,32,78.1,2,2.6,3.2,-0.6,19,72,20,6,90,Matches
1277,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,31-160,1992,0.5,23,26,88.5,331,77,12,13,92.3,0,2,0,0,0,0,0,0,0,0,0,3,Matches
1278,Kenny Lala,fr FRA,DF,Brest,fr Ligue 1,32-123,1991,19,941,1212,77.6,19516,6640,352,407,86.5,184,272,67.6,2,1.7,2.5,0.3,18,81,28,13,103,Matches
1279,Adam Lallana,eng ENG,MF,Brighton,eng Premier League,35-269,1988,5.8,287,317,90.5,3147,592,202,214,94.4,4,4,100,1,0.8,1.2,0.2,9,14,3,0,19,Matches
1280,Mathis Lambourde,fr FRA,FW,Rennes,fr Ligue 1,18-025,2006,0.1,4,5,80,45,13,3,4,75,0,0,,0,0,0,0,0,0,0,0,0,Matches
1281,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,31-336,1992,4.1,102,126,81,1294,343,61,69,88.4,1,5,20,0,0.9,0.6,-0.9,10,5,6,2,12,Matches
1282,Mohamed Lamine Bayo,gn GUI,FW,Le Havre,fr Ligue 1,25-244,1998,9.9,139,206,67.5,1796,332,82,117,70.1,4,8,50,1,0.4,0.5,0.6,10,8,8,1,13,Matches
1283,Tariq Lamptey,gh GHA,"DF,FW",Brighton,eng Premier League,23-126,2000,2.7,125,151,82.8,1800,311,70,78,89.7,7,11,63.6,2,0.4,0.1,1.6,2,4,3,0,8,Matches
1284,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,33-361,1990,3.1,26,45,57.8,383,23,16,25,64,2,5,40,0,0.2,0.1,-0.2,4,0,0,0,0,Matches
1285,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,29-252,1994,0.1,11,11,100,202,48,4,4,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
1286,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,30-091,1993,11.6,522,584,89.4,10909,3951,151,156,96.8,84,118,71.2,0,0,0.1,0,1,40,4,1,34,Matches
1287,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,28-292,1995,12.9,117,181,64.6,1524,203,69,93,74.2,7,10,70,0,0.4,0.2,-0.4,8,4,1,0,6,Matches
1288,Yasser Larouci,dz ALG,DF,Sheffield Utd,eng Premier League,23-033,2001,3.2,70,100,70,1032,389,41,48,85.4,4,10,40,0,0.3,0,-0.3,1,6,0,0,6,Matches
1289,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,19-221,2004,15.8,644,738,87.3,10585,2642,298,324,92,41,58,70.7,1,1.3,1.2,-0.3,8,36,6,2,48,Matches
1290,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,30-084,1993,11.6,656,758,86.5,11440,3644,245,268,91.4,29,61,47.5,0,0.1,0.1,-0.1,2,37,1,0,30,Matches
1291,Juanmi Latasa,es ESP,FW,Getafe,es La Liga,22-317,2001,11.9,135,268,50.4,1744,269,81,150,54,6,13,46.2,0,0.8,0.8,-0.8,11,9,7,0,13,Matches
1292,Toni Lato,es ESP,DF,Mallorca,es La Liga,26-074,1997,9.9,318,435,73.1,5096,1584,172,200,86,23,43,53.5,1,0.9,0.7,0.1,6,10,5,4,13,Matches
1293,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,25-061,1998,17.6,381,533,71.5,5870,1923,220,259,84.9,24,65,36.9,3,3.1,2.3,-0.1,34,26,23,3,59,Matches
1294,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,20-028,2004,0.4,22,27,81.5,350,51,9,10,90,0,1,0,0,0,0,0,0,4,0,0,1,Matches
1295,Lázaro,br BRA,"FW,MF",Almería,es La Liga,21-328,2002,3.2,69,100,69,1137,308,35,47,74.5,6,13,46.2,0,0.5,0.3,-0.5,6,4,1,0,6,Matches
1296,Valentino Lazaro,at AUT,DF,Torino,it Serie A,27-316,1996,14.5,523,700,74.7,8291,3073,274,304,90.1,36,91,39.6,2,1.7,1.4,0.3,21,45,17,8,59,Matches
1297,Darko Lazović,rs SRB,"FW,DF",Hellas Verona,it Serie A,33-141,1990,9.7,213,326,65.3,3703,1375,99,122,81.1,27,54,50,0,0.8,1.1,-0.8,12,25,9,3,31,Matches
1298,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,30-066,1993,11.6,572,669,85.5,8344,2535,319,344,92.7,21,39,53.8,2,1,1,1,5,40,7,3,48,Matches
1299,Théo Le Bris,fr FRA,"MF,DF",Lorient,fr Ligue 1,21-125,2002,9.4,262,338,77.5,3847,1073,146,177,82.5,7,14,50,1,0.6,0.7,0.4,7,12,10,1,33,Matches
1300,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,26-184,1997,2.2,85,110,77.3,1711,735,27,35,77.1,13,22,59.1,0,0.1,0,-0.1,1,11,0,0,11,Matches
1301,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,26-184,1997,0.6,23,32,71.9,435,201,6,8,75,4,7,57.1,0,0,0,0,0,2,0,0,4,Matches
1302,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,25-288,1998,14,197,300,65.7,2847,521,117,158,74.1,13,26,50,0,0.6,1.1,-0.6,8,8,5,4,14,Matches
1303,Enzo Le Fée,fr FRA,MF,Rennes,fr Ligue 1,24-000,2000,12.9,655,761,86.1,10718,3449,323,359,90,56,77,72.7,1,1.5,1.8,-0.5,23,85,21,2,95,Matches
1304,Vincent Le Goff,fr FRA,"DF,MF",Lorient,fr Ligue 1,34-111,1989,6,252,322,78.3,3932,1509,135,152,88.8,18,37,48.6,1,0.9,0.9,0.1,9,17,4,0,22,Matches
1305,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,27-084,1996,17.5,928,1050,88.4,18029,4823,308,332,92.8,104,143,72.7,0,0.1,0.7,-0.1,3,56,0,0,63,Matches
1306,Nicola Leali,it ITA,GK,Genoa,it Serie A,30-351,1993,1,25,45,55.6,850,791,3,3,100,13,33,39.4,0,0,0,0,0,3,0,0,0,Matches
1307,Rafael Leão,pt POR,"FW,MF",Milan,it Serie A,24-238,1999,15.5,388,540,71.9,6342,1480,197,247,79.8,34,55,61.8,5,4.7,4.6,0.3,35,28,34,13,53,Matches
1308,Adrien Lebeau,fr FRA,"MF,FW",Brest,fr Ligue 1,24-210,1999,0.3,14,22,63.6,209,68,7,10,70,1,2,50,1,0.5,0.3,0.5,4,1,0,0,0,Matches
1309,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,32-283,1991,19,422,656,64.3,12491,10033,53,54,98.1,178,400,44.5,1,0.5,0.1,0.5,2,5,0,0,0,Matches
1310,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,30-355,1993,18.9,404,682,59.2,15433,13308,44,45,97.8,214,486,44,0,0.1,0.1,-0.1,1,28,0,0,0,Matches
1311,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,30-254,1993,17.8,897,1066,84.1,18296,6094,328,368,89.1,160,219,73.1,0,1.4,1.4,-1.4,16,92,14,0,125,Matches
1312,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,25-011,1999,17.6,827,1008,82,15368,6040,325,356,91.3,80,150,53.3,0,0.1,0.4,-0.1,3,75,2,1,83,Matches
1313,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,25-261,1998,4.2,133,171,77.8,2803,1006,35,51,68.6,17,24,70.8,0,0,0.1,0,0,7,1,0,7,Matches
1314,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,32-259,1991,22,947,1173,80.7,21171,9740,229,257,89.1,169,307,55,1,0.3,0.4,0.7,5,78,3,0,69,Matches
1315,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,30-275,1993,14.4,628,808,77.7,10812,4213,264,307,86,38,89,42.7,2,0.9,0.6,1.1,12,60,13,5,81,Matches
1316,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,28-083,1995,1.8,71,84,84.5,1019,285,41,46,89.1,2,6,33.3,0,0,0.1,0,1,10,1,0,13,Matches
1317,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,30-155,1993,18.3,650,771,84.3,10355,2797,355,393,90.3,50,79,63.3,0,0.3,0.5,-0.3,7,35,3,1,46,Matches
1318,Álvaro Lemos,es ESP,DF,Las Palmas,es La Liga,30-310,1993,2.2,119,148,80.4,1751,397,72,77,93.5,5,13,38.5,0,0,0.1,0,0,11,2,0,15,Matches
1319,Clément Lenglet,fr FRA,DF,Aston Villa,eng Premier League,28-231,1995,4.7,325,372,87.4,6241,1997,115,123,93.5,35,58,60.3,1,0.8,0.5,0.2,2,21,3,0,36,Matches
1320,Bernd Leno,de GER,GK,Fulham,eng Premier League,31-336,1992,22,716,895,80,17221,10341,144,144,100,136,312,43.6,0,0,0,0,0,15,0,0,0,Matches
1321,Christopher Lenz,de GER,"DF,MF",RB Leipzig,de Bundesliga,29-134,1994,0.4,34,40,85,544,205,13,14,92.9,0,3,0,0,0.1,0.1,-0.1,1,3,0,0,2,Matches
1322,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,29-134,1994,0.1,5,9,55.6,117,53,0,0,,1,4,25,0,0,0,0,0,1,0,0,1,Matches
1323,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,21-104,2002,2.8,165,186,88.7,2972,734,69,75,92,15,18,83.3,0,0.1,0.1,-0.1,3,22,0,0,24,Matches
1324,Jefferson Lerma,co COL,MF,Crystal Palace,eng Premier League,29-101,1994,16.5,638,787,81.1,9760,2915,347,397,87.4,39,64,60.9,1,1.6,1.5,-0.6,16,71,12,2,60,Matches
1325,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,23-354,2000,2,63,87,72.4,1081,531,28,37,75.7,7,14,50,1,0.7,0.1,0.3,2,9,2,0,17,Matches
1326,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,35-166,1988,17.6,233,336,69.3,3073,634,145,181,80.1,8,16,50,5,2.9,1.5,2.1,17,15,13,1,40,Matches
1327,Jamie Leweling,de GER,"FW,MF",Stuttgart,de Bundesliga,22-342,2001,8.5,212,272,77.9,3027,627,127,145,87.6,13,24,54.2,2,2.4,2.5,-0.4,17,6,9,6,12,Matches
1328,Rico Lewis,eng ENG,"MF,DF",Manchester City,eng Premier League,19-074,2004,5,239,266,89.8,3374,456,144,151,95.4,6,12,50,0,0.5,0.4,-0.5,5,12,2,0,12,Matches
1329,Keane Lewis-Potter,eng ENG,"FW,DF",Brentford,eng Premier League,22-346,2001,8.4,139,203,68.5,2094,478,78,103,75.7,11,25,44,0,0.8,0.9,-0.8,6,7,9,2,19,Matches
1330,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,27-207,1996,13.7,797,964,82.7,16578,6329,231,263,87.8,110,197,55.8,0,1.1,0.6,-1.1,3,48,5,0,52,Matches
1331,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,24-175,1999,7.1,487,523,93.1,9534,3338,135,143,94.4,47,61,77,0,0.1,0.3,-0.1,2,48,0,0,40,Matches
1332,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,29-201,1994,10,634,704,90.1,10300,2717,289,317,91.2,39,56,69.6,1,0.3,0.3,0.7,6,50,2,0,27,Matches
1333,Jesper Lindstrøm,dk DEN,"FW,MF",Napoli,it Serie A,23-339,2000,2.6,92,109,84.4,1180,307,63,66,95.5,4,6,66.7,0,0.6,0.5,-0.6,5,7,4,1,9,Matches
1334,Jesper Lindstrøm,dk DEN,FW,Eint Frankfurt,de Bundesliga,23-339,2000,0.9,24,32,75,384,27,10,13,76.9,0,0,,0,0,0,0,0,0,1,0,1,Matches
1335,Karol Linetty,pl POL,MF,Torino,it Serie A,29-001,1995,9.5,337,397,84.9,6047,1787,148,170,87.1,36,43,83.7,0,0.4,0.3,-0.4,8,40,4,0,48,Matches
1336,Samuel Lino,br BRA,DF,Atlético Madrid,es La Liga,24-042,1999,11.6,404,507,79.7,5552,1305,259,292,88.7,21,33,63.6,2,2.9,1.9,-0.9,18,19,19,3,41,Matches
1337,Luca Lipani,it ITA,MF,Sassuolo,it Serie A,18-261,2005,0.1,10,13,76.9,162,31,4,6,66.7,0,0,,0,0,0,0,1,1,0,0,2,Matches
1338,Pol Lirola,es ESP,"DF,MF",Frosinone,it Serie A,26-174,1997,5.1,188,261,72,3009,960,102,119,85.7,15,32,46.9,1,0.5,0.3,0.5,6,13,6,2,20,Matches
1339,Marcin Listkowski,pl POL,FW,Lecce,it Serie A,25-358,1998,0.1,3,3,100,36,4,1,1,100,0,0,,0,0,0,0,0,1,0,0,1,Matches
1340,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,21-083,2002,8,330,376,87.8,4694,1230,211,224,94.2,16,24,66.7,0,0.4,0.4,-0.4,5,24,11,3,27,Matches
1341,Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,26-118,1997,13.8,437,555,78.7,6755,1727,224,260,86.2,29,48,60.4,0,1.5,1.1,-1.5,11,27,10,2,53,Matches
1342,Javier Llabrés,es ESP,"MF,FW",Mallorca,es La Liga,21-145,2002,1.8,43,66,65.2,684,122,20,26,76.9,4,8,50,0,0.2,0.2,-0.2,4,0,1,1,1,Matches
1343,Diego Llorente,es ESP,DF,Roma,it Serie A,30-171,1993,17,1022,1119,91.3,19444,6341,331,339,97.6,86,123,69.9,1,0.5,0.1,0.5,2,34,1,0,48,Matches
1344,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,29-004,1995,15.6,521,664,78.5,7009,1863,330,369,89.4,18,34,52.9,3,4.2,3.3,-1.2,16,26,22,8,54,Matches
1345,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,28-200,1995,17.9,768,874,87.9,13799,4970,287,310,92.6,51,93,54.8,0,0.1,0.3,-0.1,1,49,2,0,69,Matches
1346,Abou Lô,sn SEN,DF,Metz,fr Ligue 1,24-032,2000,0.8,36,37,97.3,746,205,10,10,100,2,2,100,0,0,0,0,0,1,0,0,0,Matches
1347,Giovani Lo Celso,ar ARG,MF,Tottenham,eng Premier League,27-300,1996,4.6,316,351,90,4555,1343,178,190,93.7,17,24,70.8,2,0.8,0.9,1.2,11,32,10,1,49,Matches
1348,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,29-070,1994,19.7,1127,1215,92.8,18375,5209,567,600,94.5,77,95,81.1,1,0.6,1.1,0.4,10,115,14,1,96,Matches
1349,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,26-026,1998,18.8,956,1123,85.1,19217,6269,346,381,90.8,152,216,70.4,2,0.6,1,1.4,15,129,15,2,126,Matches
1350,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,21-273,2002,18.9,865,1039,83.3,14371,4347,431,484,89,71,116,61.2,1,0.9,1,0.1,12,61,17,13,68,Matches
1351,Tom Lockyer,wls WAL,DF,Luton Town,eng Premier League,29-062,1994,13,301,422,71.3,6628,3120,81,104,77.9,57,113,50.4,1,0.6,0.3,0.4,3,37,4,0,37,Matches
1352,Renan Lodi,br BRA,DF,Marseille,fr Ligue 1,25-301,1998,13.7,579,748,77.4,9900,2568,252,283,89,47,95,49.5,0,1.3,1.3,-1.3,14,37,11,7,51,Matches
1353,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,28-011,1996,13.3,398,467,85.2,5364,1167,258,281,91.8,15,20,75,1,1.8,1.5,-0.8,15,37,6,1,47,Matches
1354,Andy Logbo,fr FRA,FW,Le Havre,fr Ligue 1,19-273,2004,2.8,31,40,77.5,349,37,18,23,78.3,1,2,50,0,0.1,0.2,-0.1,3,2,0,0,2,Matches
